製造廠名稱,製造廠地址,登錄號碼,登錄品項,是否在3年有效期間內,有效期限
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","電極記錄導管或電極記錄探頭之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","流量導向導管之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","經皮導管之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","導管導引線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","導管導引器之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","套管針之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可程式設定之診斷性電腦之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","血管攝影注射器和注射筒之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","熱稀釋探頭之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","血管外血壓換能器之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","導管尖端壓力傳導器之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","心血管用永久或暫時性之心律調節器電極之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","心肺血管繞道術動脈管血液濾過器之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","血栓切除術導管之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","下顎髁彌補物之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","骨板之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","耳鼻喉科用合成聚合物材料之包裝、標示、倉儲作業,","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","耳鼻喉手動式外科器械之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","內視鏡及其附件之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","手動式胃腸科-泌尿科手術器械及其附件之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","膽管用導管及其附件之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","外科用網片之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","矽膠充填之乳房彌補物之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","體外美容用修復彌補物之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可植入式夾子之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","切割及止血用電刀及其附件之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可吸收性止血劑及敷料之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可吸收性多醣體交脂類外科用縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","不銹鋼縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","植入式縫合釘之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","一般手術用手動式器械之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","手術用器具馬達與配件或附件之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可吸收性腸縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","可吸收性聚對二氧環已酮外科縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","不可吸收性聚乙烯縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23之5號","GMP1207","不可吸收性聚丙烯縫合線之包裝、標示、倉儲作業","Y","2018-09-30"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","椎弓螺釘系統","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","椎弓螺釘系統","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","椎體間融合裝置","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","椎體間融合裝置","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","骨內植體","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","骨內植體","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","骨水泥分配器(滅菌)","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","骨水泥分配器(滅菌)","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","單一或多重之金屬類骨固定裝置及附件","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","單一或多重之金屬類骨固定裝置及附件","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","手動式骨科手術器械","Y","2020-05-25"
"寶億生技股份有限公司","新北市五股區中興路一段8號6樓","GMP1086","手動式骨科手術器械","Y","2020-05-25"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP1067","骨內植體","Y","2020-03-31"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP1067","骨內植體用牙橋","Y","2020-03-31"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP1067","牙齒骨內植入物附件","Y","2020-03-31"
"神農資訊股份有限公司","新北市汐止區新台五路一段79號14樓之11","GMP1068","醫學圖像紀錄傳輸系統","Y","2020-03-31"
"神農資訊股份有限公司","新北市汐止區新台五路一段79號14樓之11","GMP1068","牙齒骨內植入物附件","Y","2020-03-31"
"源星生醫科技股份有限公司","新北市新店區民權路46之4號5樓","GMP1079","非侵入式血壓量測系統","Y","2020-05-05"
"源星生醫科技股份有限公司","新北市新店區民權路46之4號5樓","GMP1079","血氧飽和測定儀","Y","2020-05-05"
"源星生醫科技股份有限公司","新北市新店區民權路46之4號5樓","GMP1079","心電圖描記器","Y","2020-05-05"
"源星生醫科技股份有限公司","新北市新店區民權路46之4號5樓","GMP1079","血壓壓脈帶","Y","2020-05-05"
"榕懋實業股份有限公司","嘉義縣民雄鄉頭橋工業區工業二路6號","GMP1093","交流電力可調整式病床","Y","2020-06-25"
"榕懋實業股份有限公司","嘉義縣民雄鄉頭橋工業區工業二路6號","GMP1093","非交流電力式病患升降機","Y","2020-06-25"
"凱樂斯股份有限公司","新北市中和區建一路177號9樓","GMP1092","自動體外去顫器","Y","2020-06-25"
"緯創資通股份有限公司","新竹市東區新竹科學工業園區新安路5號","GMP1051","臨床使用的螢光儀","Y","2019-12-17"
"三泰儀器工業股份有限公司","台北市南港區成功路1段63之2號","GMP0759","臨床使用的色度計、光度計或分光光度計","Y","2019-08-08"
"三泰儀器工業股份有限公司","台北市南港區成功路1段63之2號","GMP0759","臨床使用的酵素分析儀","Y","2019-08-08"
"世基生物醫學股份有限公司台北廠","台北市內湖區舊宗路二段171巷17號4樓","GMP0952","腫瘤相關抗原免疫試驗系統","Y","2020-03-25"
"鴻祥科技股份有限公司","台南市安南區安和路一段496巷53號","GMP1053","石蠟浴","Y","2020-01-09"
"世亨科技股份有限公司","新北市新莊區福營路145巷25號","GMP1091","針式電極","Y","2018-05-11"
"聖原儀器有限公司桃園廠","桃園市平鎮區建安里平東路一段178巷25號","GMP1054","紅外線燈","Y","2020-02-26"
"台灣康匠製造股份有限公司","新北市鶯歌區中山路200之5號1樓","GMP1055","外科用手術口罩","Y","2020-01-15"
"上銀科技股份有限公司","臺中市南屯區精科路7號","GMP1056","等速肌力試驗評估系統","Y","2020-01-22"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","醫療用黏性膠帶及黏性繃帶(滅菌)","Y","2019-11-29"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","閉合用傷口/燒燙傷敷料(滅菌)","Y","2019-11-29"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","水性創傷與燒傷覆蓋材(滅菌)","Y","2019-11-29"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","眼墊之包裝貼標作業","Y","2019-11-29"
"永康醫材科技股份有限公司","雲林縣斗六市虎溪里雲科路三段142號","GMP0799","血液樣本收集設備","Y","2020-02-24"
"碩晨生醫股份有限公司","苗栗縣竹南鎮新竹科學園區科研路50-3號2樓、3樓","GMP1063","外部使用非吸收式紗布或海綿球(滅菌)","Y","2020-03-11"
"傑邁醫學科技股份有限公司","高雄市前鎮區新衙路286之2號4樓之1、4樓之2、286之4號6樓之1、6樓之2","GMP0233","牽引用附件","Y","2020-04-22"
"傑邁醫學科技股份有限公司","高雄市前鎮區新衙路286之2號4樓之1、4樓之2、286之4號6樓之1、6樓之2","GMP0233","電極線","Y","2020-04-22"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","呼吸器用氣體潮濕器","Y","2020-01-18"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","真空動力式體液吸收器具(滅菌)","Y","2020-01-18"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","呼吸管路細菌過濾器","Y","2020-01-18"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","傳導膠","Y","2020-01-18"
"北熊企業有限公司","新北市汐止區福德一路381巷27號3樓","GMP0257","動力式肌肉刺激器","Y","2020-06-14"
"北熊企業有限公司","新北市汐止區福德一路381巷27號3樓","GMP0257","疼痛舒緩用經皮神經電刺激器","Y","2020-06-14"
"元王實業股份有限公司","台南市安南區安和路四段36巷173號","GMP0259","動力式鼻沖洗器","Y","2020-06-22"
"啟定實業股份有限公司","桃園市中壢區普忠里普忠路231巷18-3號","GMP0263","牙科固化燈","Y","2020-07-08"
"啟定實業股份有限公司","桃園市中壢區普忠里普忠路231巷18-3號","GMP0263","超音波洗牙機","Y","2020-07-08"
"啟定實業股份有限公司","桃園市中壢區普忠里普忠路231巷18-3號","GMP0263","口內攝影機","Y","2020-07-08"
"強盛興企業股份有限公司龜山廠","桃園市龜山區福源里湖山街180巷77弄11號","GMP0264","交流電力可調整式病床","Y","2020-07-19"
"乘你安科技股份有限公司","台中市外埔區中山里東西巷6號","GMP0270","疼痛舒緩用經皮神經電刺激器","Y","2020-08-08"
"乘你安科技股份有限公司","台中市外埔區中山里東西巷6號","GMP0270","動力式肌肉刺激器","Y","2020-08-08"
"茂晶生技股份有限公司","新北市中和區建一路186號7樓","GMP0271","葡萄糖試驗系統","Y","2020-08-10"
"益達醫療儀器有限公司","台中市潭子區潭秀里中山路三段13巷28號","GMP0274","耳鼻喉檢查及治療檯","Y","2020-08-15"
"益達醫療儀器有限公司","台中市潭子區潭秀里中山路三段13巷28號","GMP0274","動力式抽吸幫浦","Y","2020-08-15"
"益達醫療儀器有限公司","台中市潭子區潭秀里中山路三段13巷28號","GMP0274","輪式擔架","Y","2020-08-15"
"德林股份有限公司","新北市五股區五權七路7號","GMP0001","體外肢體義肢用組件","Y","2019-07-23"
"科妍生物科技股份有限公司","高雄市前鎮區高雄加工出口區南六路九號","GMP0291","透明質酸皮下填補劑","Y","2020-09-22"
"科妍生物科技股份有限公司","高雄市前鎮區高雄加工出口區南六路九號","GMP0291","透明質酸皮下填補劑(含利度卡因)","Y","2020-09-22"
"科妍生物科技股份有限公司","高雄市前鎮區高雄加工出口區南六路九號","GMP0291","透明質酸關節腔注射劑","Y","2020-09-22"
"建迪企業股份有限公司 新屋廠","桃園市新屋區九斗里長祥路833號","GMP0293","醫療用電動代步車","Y","2020-09-26"
"建迪企業股份有限公司 新屋廠","桃園市新屋區九斗里長祥路833號","GMP0293","動力式輪椅","Y","2020-09-26"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","醫療用吸收纖維(滅菌)","Y","2020-08-07"
