試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Bisoprolol fumarate tab 5mg","健喬信元","衛署藥製 045348","","Y","","920109","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 5mg","尊享","衛署藥製 048796","","Y","","960315","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 5mg","景德","衛署藥製 049083","","Y","","960919","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 5mg","瑞士","衛署藥製 050061","","Y","","980312","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 5mg","瑞安","衛署藥製 048439","","Y","","950825","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 5mg","萬菱","衛署藥製 048905","","Y","","951220","Concor tab 5mg","Merck","Germany"
"Bisoprolol fumarate tab 10mg","信東","衛署藥製 057868","","","Y","1011217","Bisol tab 5mg","信東","Taiwan"
"Bisoprolol fumarate tab 10mg","萬菱","衛署藥製 049623","","","Y","970725","Biocor tab 5mg","健亞","Taiwan"
"Bisoprolol hemifumarate tab 5mg","氰胺","衛署藥製 043296","","","Y","880907","Monocor tab 5mg","Cyanamid","UK"
"Bisoprolol hemifumarate tab 5mg","榮民","衛署藥製 055406","","Y","","990712","Concor tab 5mg","Merck","Germany"
"Brotizolam tab 0.25mg","台灣百靈佳殷格翰","衛署藥輸 025713","","Y","","1010523","LENDORMIN tab 250mcg","健喬信元","Taiwan"
"Budesonide inhaler 200 ug/dose","台灣大塚","衛署藥製 048222","","Y","","950612","Pulmicort Turbuhaler 200ug/dose","Astrazeneca AB","Sweden"
"Buprenorphine/ Naloxone SL tab 2mg/0.5mg","美時","衛部藥製 058395","","","Y","1030403","Desud Plus Subligual tab 8/2mg","美時","Taiwan"
"Buprenorphine/ Naloxone SL tab 4mg/1mg","美時","衛部藥製 058289","","","Y","1030328","Desud Plus Subligual tab 8/2mg","美時","Taiwan"
"Bupropion ER tab 150mg","安成","衛署藥製 057963","","Y","","1020530","Wellbutrin XL ER tab 150mg","Biovail","Canada"
"Bupropion SR tab 150mg","瑞士","衛署藥製 055534","","Y","","990525","Wellbutrin SR tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","五洲","衛署藥製 055284","","Y","","990707","Wellbutrin S.R. tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","東顥","衛署藥製 049011","","Y","","960831","Wellbutrin SR tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","信東","衛署藥製 056782","","Y","","991209","Wellbutrin S.R. tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","皇佳","衛署藥製 049322","","Y","","970229","Wellbutrin SR tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","瑞安","衛署藥製 054977","","Y","","981109","Wellbutrin S.R. tab 150mg","SmithKline Beecham","US"
"Bupropion SR tab 150mg","瑪科隆","衛署藥製 055005","","Y","","980805","Wellbutrin S.R. tab 150mg","SmithKline Beecham","US"
"Bupropion XL ER tab 300mg","安成","衛署藥製 057337","","Y","","1001130","Wellbutrin XL E.R. tab 300mg","Biovail","Canada"
"Buspirone tab 5mg","健喬信元","衛署藥製 040134","","Y","","930112","Buspar tab 5mg","B.M.S.","US"
"Buspirone tab 5mg","聯邦","衛署藥製 034610","","Y","","940512","Buspar tab 5mg","Bristol-Myers Squibb","Australia"
"Buspirone tab 5mg","臺灣東洋","衛署藥製 041523","","","Y","881201","Busron tab 10mg","臺灣東洋","Taiwan"
"Buspirone tab 5mg","華興","衛署藥製 040085","","","Y","940105","Buisline tab 10mg","華興","Taiwan"
"Buspirone tab 10mg","臺灣東洋","衛署藥製 041445","","Y","","880722","Buspar tab 10mg","BMS","Australia"
"Buspirone tab 10mg","健喬信元","衛署藥製 039778","","Y","","940301","Buspar tab 10mg","BMS","Australia"
"Buspirone tab 10mg","華興","衛署藥製 039221","","Y","","880930","Buspar tab 10mg","BMS","US"
"Buspirone tab 10mg","黃氏","衛署藥製 035011","","Y","","880202","Buspar tab 10mg","BMS","US"
"Candesartan cilexetil tab 8mg","健喬信元","衛部藥製 058268","","Y","","1030226","Blopress tab 8mg","Takeda Pharma","Japan"
"Candesartan cilexetil tab 8mg","瑞士","衛部藥製 059260","","Y","","1050603","Blopress tab 8mg","Takeda Pharma","Japan"
"Captopril tab 12.5mg","瑞士","衛署藥製 032711","","","Y","910108","captopri tab 25mg","瑞士","Taiwan"
"Captopril tab 12.5mg","寶齡富錦","衛署藥製 033915","","","Y","930804","captopin tab 25mg","寶齡富錦","Taiwan"
"Captopril tab 25mg","中國化學","衛署藥製 037204","","Y","","850808","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","永信","衛署藥製 037835","","Y","","911114","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","生達","衛署藥製 036788","","Y","","850425","capoten tab 25mg","E.R. Squibb","US"
"Captopril tab 25mg","信元","衛署藥製 038204","","Y","","850627","capoten tab 25mg","E.R. Squibb","US"
"Captopril tab 25mg","信東","衛署藥製 032275","","Y","","850425","capoten tab 25mg","E.R. Squibb","US"
"Captopril tab 25mg","國嘉","衛署藥製 034880","","Y","","850820","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","景德","衛署藥製 040949","","Y","","851114","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","華興","衛署藥製 035420","","Y","","860822","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","瑞士","衛署藥製 032706","","Y","","851226","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","瑞安","衛署藥製 034598","","Y","","850710","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","衛達","衛署藥製 030452","","Y","","880604","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","賜茂","衛署藥輸 019632","","Y","","850708","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 25mg","寶齡富錦","衛署藥製 033910","","Y","","840817","capoten tab 25mg","E.R. Squibb","US"
"Captopril tab 25mg","皇佳","衛署藥製 040779","","","Y","900417","caproine-50 tab 50mg","皇佳","Taiwan"
"Captopril tab 25mg","榮民","衛署藥製 036790","","","Y","880907","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 50mg","永信","衛署藥製 037833","","Y","","871021","capoten tab 50mg","BMS","US"
"Captopril tab 50mg","皇佳","衛署藥製 035836","","Y","","890619","capoten tab 25mg","BMS","Taiwan"
"Captopril tab 100mg","榮民","衛署藥製 041738","","Y","","861014","capoten tab 100mg","E.R.Squibb","US"
"Carteolol tab 5mg","大塚","衛署藥製 043852","","","Y","890331","Mikelan tab 5mg","OtsU. K.a Pharma.","Japan"
"Carvedilol tab 6.25mg","永信","衛署藥製 048168","","Y","","950615","Dilatrend tab 6.25mg","Roche","Germany"
"Carvedilol tab 6.25mg","健喬信元","衛署藥製 046699","","Y","","931103","Dilatrend tab 6.25mg","Roche","Germany"
"Carvedilol tab 6.25mg","景德","衛署藥製 049469","","Y","","970421","Dilatrend tab 6.25mg","Roche","Italy"
"Carvedilol tab 6.25mg","瑩碩","衛署藥製 048309","","Y","","950915","Dilatrend tab 6.25mg","Roche Diagnostics","Germany"
"Carvedilol tab 6.25mg","優良","衛署藥製 049358","","Y","","960417","Dilatrend tab 6.25mg","Roche","Italy"
"Carvedilol tab 12.5mg","台灣諾華","衛署藥輸 025070","","","Y","980630","Carvedilol Hexal tab 25mg","Salutas","Germany"
"Carvedilol tab 12.5mg","瑩碩","衛署藥製 057370","","","Y","1010521","Carvedilol tab 6.25mg","聯亞","Taiwan"
"Carvedilol tab 25mg","中國化學","衛署藥製 047239","","Y","","940328","Dilatrend tab 25mg","Roche Diagnostics","Germany"
"Carvedilol tab 25mg","五洲","衛署藥製 047295","","Y","","940425","Dilatrend tab 25mg","Roche Diagnostics","Germany"
"Carvedilol tab 25mg","台灣諾華","衛署藥輸 024967","","Y","","980115","Dilatrend tab 25mg","Roche","Italy"
"Carvedilol tab 25mg","永信","衛署藥製 047510","","Y","","940812","Dilatrend tab 25mg","Roche","Germany"
"Carvedilol tab 25mg","信東","衛署藥製 047460","","Y","","940621","Dilatrend tab 25mg","Roche Diagnostics","Germany"
"Carvedilol tab 25mg","格利","衛署藥製 044731","","Y","","900619","Dilatrend tab 25mg","Boehringer Mannheim","Germany"
"Carvedilol tab 25mg","健喬信元","衛署藥製 046404","","Y","","930609","Dilatrend tab 25mg","Roche diagnostics GmbH","Germany"
"Carvedilol tab 25mg","景德","衛署藥製 047434","","Y","","940104","Dilatrend tab 25mg","Roche Diagnostics","Germany"
"Carvedilol tab 25mg","瑞士","衛署藥製 055987","Y","","","1000323","Dilatrend tab 25mg","Roche","Italy"
"Carvedilol tab 25mg","瑩碩","衛署藥製 047894","","Y","","950308","Dilatrend tab 25mg","Roche Diagnostics","Germany"
"Cefepime inj 500mg","中國化學","衛署藥製 049147","","Y","","960926","Maxipime Inj 500mg","Bristol-Myers Squibb","Italy"
"Cefepime inj 500mg","永信","衛署藥製 048567","","Y","","960122","Maxipime Inj 500mg","Bristol-Myers Squibb","Italy"
"Cefepime inj 500mg","生達","衛署藥製 047983","","Y","","950502","Maxipime Inj 500mg","Bristol-Myers Squibb","Italy"
"Cefepime inj 500mg","信東","衛署藥製 050880","","Y","","980727","Maxipime Inj. 500mg","Bristol-Myers Squibb","Italy"
"Cefepime inj 1000mg","永信","衛署藥製 048834","","Y","","960508","Maxipime Inj 1000mg","Bristol-Myers Squibb","Italy"
"Cefixime cap 100mg","永信","衛署藥製 045699","","Y","","920707","Cefspan cap 100mg","台灣藤澤","Taiwan"
"Cefixime cap 100mg","信東","衛署藥製 048892","","Y","","960706","Cefspan cap 100mg","藤澤","Taiwan"
"Cefixime cap 100mg","台灣藤澤","衛署藥製 033225","","","Y","940621","Cefspan cap 100mg","藤澤","Taiwan"
"Cefixime cap 100mg","瑞士","衛部藥製 059292","","Y","","1050902","Cefspan cap 100mg","信東","Taiwan"
"Ceftazidime inj 1g","中國化學","衛署藥製 038949","","Y","","870311","Fortum for inj 1gm","葛蘭素威康","Taiwan"
"Ceftazidime inj 1g","生達","衛署藥製 041754","","Y","","870427","Fortum for inj 1gm","葛蘭素威康","Taiwan"
"Ceftazidime inj 1g","信東","衛署藥製 042091","","Y","","950815","Fortum inj 1gm/vial","GSK","Italy"
"Ceftazidime inj 1g","聯邦","衛署藥製 039522","","Y","","860108","Fortum for inj 1gm","葛蘭素威康","Taiwan"
"Ceftriaxone inj 500mg","信東","衛署藥製 036751","","Y","","871214","Rocephin inj 500mg","F. Hoffmann-La Roche","Switzerland"
"Ceftriaxone inj 500mg","瑞安","衛署藥製 034032","","Y","","870206","Rocephin inj 500mg","F. Hoffmann-La Roche","Switzerland"
"Ceftriaxone inj 1g","台灣汎生","衛署藥製 042365","","Y","","850626","Rocephin inj 1g","F.Hoffmann-La Roche","Switzerland"
"Ceftriaxone inj 1g","瑞士","衛署藥製 039782","","Y","","850712","Rocephin inj 1g","F.Hoffmann-La Roche","Switzerland"
"Ceftriaxone inj 1g","瑞安","衛署藥製 034032","","Y","","850712","Rocephin inj 1g","F.Hoffmann-La Roche","Switzerland"
"Cefuroxime Axetil tab 125mg","中國化學","衛署藥製 042779","","","Y","880115","Axurocef FC tab 250mg","中國化學","Taiwan"
"Cefuroxime Axetil tab 125mg","生達","衛署藥製 042433","","","Y","870701","Cefxin tab 250mg","生達","Taiwan"
"Cefuroxime Axetil tab 250mg","中國化學","衛署藥製 042417","","Y","","870428","Zinnat tab 250mg","Glaxo","UK"
"Cefuroxime Axetil tab 250mg","永信","衛署藥製 045671","","Y","","920630","Zinnat tab 250mg","Glaxo","UK"
"Cefuroxime Axetil tab 250mg","生達","衛署藥製 042439","","Y","","870612","Zinnat tab 250mg","Glaxo","UK"
"Cefuroxime Axetil tab 250mg","華興","衛署藥製 044652","","Y","","900927","Zinnat tab 250mg","Glaxo","UK"
"Cefuroxime inj 750mg","中國化學","衛署藥製 030620","","Y","","861216","Zinacef inj 750mg","葛蘭素威康","Taiwan"
"Cefuroxime inj 750mg","信東","衛署藥製 028099","","Y","","910410","Zinacef inj 750mg","葛蘭素威康","Taiwan"
"Cefuroxime inj 750mg","瑞士","衛署藥製 038544","","Y","","860612","Zinacef inj 750mg","葛蘭素威康","Taiwan"
"Cefuroxime inj 750mg","優良","衛署藥製 022952","","Y","","830321","Zinacef inj 750mg","葛蘭素威康","Taiwan"
"Celecoxib cap 100mg","永信","衛部藥製 058217","","","Y","1030328","Ecopain cap 200mg","永信","Taiwan"
"Celecoxib cap 200mg","永信","衛部藥製 058217","","Y","","1020701","Celebrex cap 200mg","Pfizer Pharma LLC","Puerto Rico"
"Celecoxib cap 200mg","瑞士","衛署藥製 057858","","Y","","1010717","Celebrex cap 200mg","Pfizer Pharmaceuticals LLC","Puerto Rico"
"Celecoxib tab 200mg","中國化學","衛部藥製 059226","","Y","","1050608","Celebrex cap 200mg","Pfizer Pharmaceuticals LLC","Puerto Rico"
"Celecoxib tab 200mg","元宙","衛部藥製 059295","","Y","","1050824","Celebrex cap 200mg","Pfizer Pharmaceuticals LLC","Puerto Rico"
"Celecoxib tab 200mg","正和新營廠","衛部藥製 058998","","Y","","1041111","Celebrex cap 200mg","Pfizer Pharmaceuticals LLC (Caguas Plant)","Puerto Rico"
"Celecoxib tab 200mg","生達二廠","衛部藥製 059023","","Y","","1050126","Celebrex cap 200mg","Pfizer Pharmaceuticals LLC","Puerto Rico"
"Cetirizine tab 10mg","十全","衛署藥製 043403","","Y","","881020","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","中國化學","衛署藥製 043048","","Y","","880608","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","世達","衛署藥製 043818","","Y","","890523","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","正和","衛署藥製 044541","","Y","","900502","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","永信","衛署藥製 044710","","Y","","901015","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","永勝","衛署藥製 043695","","Y","","880907","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","杏輝","衛署藥製 052532","","Y","","981002","Zyrtec tab 10mg","UCB Farchim S.A.","Switzerland"
"Cetirizine tab 10mg","信東","衛署藥製 043306","","Y","","880930","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","南光","衛署藥製 043502","","Y","","890111","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","美時","衛署藥製 043659","","Y","","890118","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","華興","衛署藥製 044250","","Y","","890824","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","黃氏","衛署藥製 042887","","Y","","880212","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","瑞士","衛署藥製 043213","","Y","","880816","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","寶齡富錦","衛署藥製 044980","","Y","","910311","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine tab 10mg","壽元","衛署藥製 042656","","Y","","871030","Zyrtec tab 10mg","UCB SA Pharma sector","Belgium"
"Cetirizine/ Pseudoephedrine ER cap 5mg/120mg","瑞士","衛署藥製 049263","Y","","","961106","Cirrus SR cap","UCB","Belgium"
"Cetirizine/ Pseudoephedrine ER tab 5mg/120mg","十全","衛署藥製 048125","","Y","","950621","Zyrtec-D 12 hour ER tab","Pfizer","US"
"Cetirizine/ Pseudoephedrine ER tab 5mg/120mg","中國化學","衛署藥製 047926","Y","","","941124","Zyrtec-D 12 hour ER tab","Pfizer","US"
"Cilostazol tab 50mg","中國化學","衛署藥製 049189","","Y","","961123","Pletaal tab 50mg","大塚","Taiwan"
"Cilostazol tab 50mg","生達","衛署藥製 049008","","Y","","960820","Pletaal tab 50mg","大塚","Taiwan"
"Cilostazol tab 50mg","健喬信元","衛署藥製 055010","","Y","","990514","Pletaal tab 50mg","大塚","Taiwan"
"Cilostazol tab 50mg","景德","衛署藥製 050429","","Y","","980513","Pletaal tab 50mg","大塚","Taiwan"
"Cilostazol tab 50mg","大塚","衛署藥製 044136","","","Y","891206","Pletaal tab 50mg","OtsU. K.a","Japan"
"Cilostazol tab 50mg","倍斯特","衛署藥製 050034","","","Y","980226","Plestar tab 100mg","倍斯特","Taiwan"
"Cilostazol tab 100mg","倍斯特","衛署藥製 048377","","Y","","951025","Pletaal tab 100mg","OtsU. K.a","Japan"
"Cilostazol tab 100mg","大塚","衛署藥製 044124","","","Y","891128","Pletaal tab 100mg","OtsU. K.a","Japan"
"Cilostazol tab 100mg","中國化學","衛署藥製 057814","","","Y","1011206","Loata tab 50mg","中國化學","Taiwan"
"Ciprofloxacin tab 250mg","信東","衛署藥製 038747","","Y","","820906","Ciproxin tab 250mg","Bayer","Germany"
"Ciprofloxacin tab 250mg","瑞士","衛署藥製 047993","","Y","","950705","Ciproxin tab 250mg","Bayer AG","Germany"
"Ciprofloxacin tab 250mg","中國化學","衛署藥製 039722","","","Y","850105","Ciflodal tab 500mg","中國化學","Taiwan"
"Ciprofloxacin tab 250mg","永信","衛署藥製 038089","","","Y","830829","Ciproxin tab 250mg","Bayer","Germany"
"Ciprofloxacin tab 250mg","衛達","衛署藥製 040429","","","Y","850911","Sperocin tab 500mg","衛達","Taiwan"
"Ciprofloxacin tab 250mg","聯邦","衛署藥製 039271","","","Y","840821","Unipro tab 750mg","聯邦","Taiwan"
"Ciprofloxacin tab 500mg","中國化學","衛署藥製 038528","","Y","","831229","Ciproxin tab 500mg","Bayer","Germany"
"Ciprofloxacin tab 500mg","景德","衛署藥製 039170","","Y","","840314","Ciproxin tab 250mg","Bayer","Germany"
"Ciprofloxacin tab 500mg","瑞士","衛署藥製 049619","","Y","","970819","Ciproxin tab 500mg","Bayer","Germany"
"Ciprofloxacin tab 500mg","壽元","衛署藥製 045201","","Y","","911018","Cipro tab 500mg","Bayer","US"
"Ciprofloxacin tab 500mg","衛達","衛署藥製 038368","","Y","","831208","Ciproxin tab 500mg","Bayer","Germany"
"Ciprofloxacin tab 500mg","永信","衛署藥製 038090","","","Y","830829","Ciproxin tab 500mg","Bayer","Germany"
"Ciprofloxacin tab 500mg","聯邦","衛署藥製 039488","","","Y","841011","Unipro tab 750mg","聯邦","Taiwan"
"Ciprofloxacin tab 750mg","永信","衛署藥製 036580","","Y","","820705","Ciproxin tab 750mg","Bayer","Germany"
"Ciprofloxacin tab 750mg","聯邦","衛署藥製 038527","","Y","","831208","Ciproxin tab 750mg","Bayer","Germany"
"Cisapride tab 5mg","中國化學","衛署藥製 042991","","Y","","880430","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","合誠","衛署藥製 042443","","Y","","870706","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","杏輝","衛署藥製 042400","","Y","","870519","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","信元","衛署藥製 042645","","Y","","871015","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","信東","衛署藥製 040125","","Y","","850710","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","黃氏製藥","衛署藥製 041533","","Y","","860726","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","瑞士","衛署藥製 042283","","Y","","870326","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","瑞安","衛署藥製 043288","","Y","","880907","Prepulsid tab 5mg","嬌生","Taiwan"
"Cisapride tab 5mg","瑪科隆","衛署藥製 040071","","Y","","850608","Prepulsid tab 5mg","Janssen","Belgium"
"Cisapride tab 5mg","井田","衛署藥製 043975","","","Y","890713","Cipr tab 10mg","井田","Taiwan"
