回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"第二級","106年11月16日FDA風字第1061107103號。 (風險管理組)","2017-11-23","能沛軟膠囊100公絲NAVY 100 CAPSULES","衛署藥輸字第015882號","全批號","林璋貿易有限公司","藥品於食品廠進行由塑膠瓶大瓶裝分裝成玻璃瓶小瓶裝之違規情事。",
"2","106年6月30日 FDA藥字第1061406352號(食藥署藥品組)","2017-07-06","溫士頓”鹽酸四環素眼藥膏 Tetracycline Ophthalmic Ointment“Winston”","衛署藥製字第052555號","TET-16021","溫士頓醫藥股份有限公司","接獲藥品不良品通報，廠商自行檢驗後發現藥品主成分含量不符合原核准規格，評估後主動啟動回收",
"","106年7月14日 FDA藥字第1061406857號(食藥署藥品組)","2017-07-20","＂強生＂ 牧舒爾顆粒 66.67 毫克/公克 ACET GRANULES 66.67MG/GM ＂JOHNSON＂","衛署藥製字第047269號","AER054、AER055、AEU006、AEU007、AEU008及AEU009","強生化學製藥廠股份有限公司","接獲藥品不良品通報，案內批號藥品有受潮(潮溼)及結塊之情形，經廠商評估後自行回收案內批號藥品",
"2","106年7月17日 FDA藥字第1066037938號(食藥署藥品組)","2017-07-27","理脂膜衣錠500/20 毫克 Linicor F.C.T. 500/20mg","衛署藥製字第057216號","AFC431","東生華製藥股份有限公司","廠商主動通報，說明案內批號藥品於長期安定性試驗發現主成分含量不符合原核准規格",
"2","106年7月21日 FDA藥字第1061407100號(食藥署藥品組)","2017-07-27","“溫士頓”鹽酸四環素眼藥膏 Tetracycline Ophthalmic Ointment“Winston”","衛署藥製字第052555號","TET-16029","溫士頓醫藥股份有限公司","接獲藥品不良品通報，廠商自行檢驗後發現藥品主成分含量不符合原核准規格，評估後主動啟動回收",
"2","106年7月27日 FDA藥字第1061407242號(食藥署藥品組)","2017-08-04","＂晟德＂甘草止咳水 Liquid Brown Mixture ＂CENTER＂","衛部藥製字第059035號","33135","晟德大藥廠股份有限公司新竹廠","藥品經檢驗，微生物檢驗結果超出藥典規範",
"1","106年7月12日 新北衛食字第1061344621號(新北市政府)","2017-07-12","＂健亞＂阿立批挫錠10毫克 Aripiprazole Tablets 10mg ＂Genovate＂","衛署藥製字第057320號","AFF011","健亞生物科技股份有限公司","經銷商竄改案內批號藥品效期及批號",
"2","106年8月14日 FDA藥字第1061407803號(食藥署藥品組)","2017-08-24","金十字胃乳液 Keenstom Plus Suspension","衛署藥製字第032650號","C974","優生製藥廠股份有限公司","藥品經檢驗，好氧性微生物檢驗結果超出藥典規範",
"2","106年8月15日 FDA藥字第1060031840號(食藥署藥品組)","2017-08-24","＂寶齡＂ 可利治敏酏劑 CORTIMIN ELIXIR ＂BOWLIN＂","衛署藥製字第016412號","040-1303及040-1304","寶齡富錦生技股份有限公司","廠商主動通報，說明案內批號藥品於長期安定性試驗結果發現主成分PHENYLEPHRINE HCL含量偏離規格",
"2","106年8月21日 FDA藥字第1061408030號(食藥署藥品組)","2017-08-31","力復菲德注射劑 LEVOPHED Injection","衛署藥輸字第025322號","761053A","新加坡商赫士睿股份有限公司台灣分公司","廠商主動通報，說明案內批號藥品於製程中過濾氮氣之濾心未通過檢測，導致產品潛在非無菌之風險",
"第二級","106年8月日FDA風字第1061105255號","2017-08-31","寧耳眩錠 24公絲 NILASEN TABLETS 24MG","衛署藥製字第047232號","044715及045615","瑩碩生技醫藥股份有限公司","廠商主動回收。",
"第二級","106年8月日FDA風字第1061105255號。","2017-08-31","寧耳眩錠 16 公絲 NILASEN TABLETS 16MG","衛署藥製字第047092號","045815及045915","瑩碩生技醫藥股份有限公司","廠商主動回收。",
"2","106年9月5日 FDA藥字第1061408386號(食藥署藥品組)","2017-09-14","＂協和＂ 排多癌注射劑１０公絲 MITOMYCIN-C KYOWA 10MG","衛署藥輸字第021026號","101ADA01、103ADB01、113AEA01、114AEB01、116AEE01、117AEE01及120AEF01","台灣協和醱酵麒麟股份有限公司","廠商主動通報，說明案內批號藥品於長期安定性試驗中發現不溶性微粒子有增加趨勢，可能於效期前超過規格上限",
"2","106年9月15日 FDA藥字第1061408815號(食藥署藥品組)","2017-09-19","金十字胃乳液 Keenstom Plus Suspension","衛署藥製字第032650號","D762、D812及DL83","優生製藥廠股份有限公司","藥品經檢驗，好氧性微生物檢驗結果超出藥典規範",
"2","106年9月14日 FDA藥字第1060036804號(食藥署藥品組)","2017-09-21","＂順華＂ 綠鋁膠錠 ALUMIGEL GREEN TABLETS","衛署藥製字第008759號","0401及0502","順華藥品工業股份有限公司","廠商主動通報，說明案內批號藥品於長期安定性試驗中發現主成分(Dicyclomine HCl)含量低於原核准規格",
"2","106年9月15日 FDA藥字第1060037218號(食藥署藥品組)","2017-09-21","＂井田＂ 加斯朗錠 GASLAN TABLETS ＂CHINTENG＂","衛署藥製字第008355號","017T01","井田國際醫藥廠股份有限公司","接獲藥品不良品通報，案內批號藥品錠劑上有汙點及裂錠之情形，經廠商評估後自行回收案內批號藥品",
"","106年9月27日 FDA藥字第1060038620號(食藥署藥品組)","2017-10-05","希那克注射劑 HIDONAC INJECTION","衛署藥輸字第024213號","20022657","幸生實業股份有限公司","廠商主動通報，案內批號藥品因外盒與瓶身標籤有效日期不一致",
"2","106年10月6日 FDA藥字第1061409467號(食藥署藥品組)","2017-10-12","＂晟德＂甘草止咳水 Liquid Brown Mixture ＂CENTER＂","衛部藥製字第059035號","33146","晟德大藥廠股份有限公司新竹廠","藥品經檢驗，微生物檢驗結果超出藥典規範",
"2","106年10月18日 FDA藥字第1066056677號(食藥署藥品組)","2017-10-26","每思凝長效錠36毫克 pms-Methylphenidate ER 36mg Tablets","衛部藥輸字第026571號","600293","旭能醫藥生技股份有限公司","廠商主動通報，案內藥品於長期安定性試驗之溶離度試驗結果未符合原核准規格",
"第二級","106年10月31日FDA風字第1060042042號","2017-11-09","＂成大＂克疱疹乳膏5%（艾賽可威）ACV CREAM 5% (ACYCLOVIR)＂CHEN TA＂","衛署藥製字第042877號","K52902","成大藥品股份有限公司","持續安定性試驗結果不符合規格，廠商主動回收。",
"2","106年11月8日 FDA藥字第1060043972號(食藥署藥品組)","2017-11-16","易可舒乳膏 ECOSONE CREAM ＂BOWLIN＂","衛署藥製字第023662號","053-1508及053-1509","寶齡富錦生技股份有限公司","廠商主動通報，說明案內批號藥品於長期安定性試驗發現主成分TRIAMCINOLONE ACETONIDE含量不符合原核准規格",
"第二級","106年10月31日FDA風字第1060041569號","2017-11-09","銀樂銀杏膜衣錠40毫克Inlife Ginkgo Biloba Film Coated Tablets 40mg","衛署藥製字第048271號","6KP2334及6KP2333","信東流通事業股份有限公司","溶離度試驗結果與規格不符，廠商主動回收。",
"2","106年11月8日 FDA藥字第1060044197號(食藥署藥品組)","2017-11-16","＂信東＂ 代蜜錠８０公絲（葛立克拉） DIAMIN TABLETS 80MG (GLICLAZIDE) ＂S.T.＂","衛署藥製字第042908號","T17316","信東生技股份有限公司","廠商主動通報，說明案內批號藥品顏色偏黃",
"第二級","106年11月16日FDA風字第1061107103號。 (風險管理組)","2017-11-23","潰納康軟膠囊100公絲 GEFARNATE S.100 CAPSULES","衛署藥輸字第015930號","衛署藥輸字第015930號","林璋貿易有限公司","藥品於食品廠進行PTP分裝之違規情事。",
"2","FDA藥字第0990063168號函","2010-10-26","腦癲寧錠200公絲","衛署藥製字第041745號","M1802","健喬信元醫藥生技股份有限公司","錠劑撥半後出現異物",
"2","署授食字第1001101425號函","2011-09-13","先替康錠、縮蘋果酸麥角新鹼糖衣錠、心慮清錠、＂世紀＂通樂利腸溶糖衣錠（祕可舒）、克痛敏糖衣錠、鼻佳能膠囊","衛署藥製字第006316號、衛署藥製字第023151號、衛署藥製字第012675號、衛署藥製字第018637號、衛署藥製字第023152號、衛署藥製字第038174號","","世紀化學製藥股份有限公司","產品安定試驗結果主成分含量不合格",
"2","FDA藥字第1000072304號函","2011-10-27","＂派頓＂健膚隆親水軟膏","衛署藥製字第018322號","0169","臺灣派頓化學製藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1000077924號書函","2011-11-23","優滋鈣膜衣錠","衛署藥製字第035272號","","寶齡富錦生技股份有限公司","例行之安定性試驗中發現主成分Ergocalciferol含量已低於原核准規格",
"2","FDA藥字第1000077862號書函","2011-11-23","穩舒眠糖衣錠50公絲（鹽酸氯苯噻口井）","衛署藥製字第025191號","AAM112、AAQ103、AAT015","強生化學製藥廠股份有限公司","該等批號藥品於醫療院所抽驗溶離結果與核准不符",
"2","FDA藥字第1001408531號函","2011-12-02","必克淨膠囊100公絲（諾弗洒欣）","衛署藥製字第033459號","CI0101","政德製藥股份有限公司","檢驗未合格（溶離度試驗）",
"2","署授食字第1001102177號函","2011-12-13","樂滿妥注射劑（西華免德）","衛署藥製字第034648號","","政德製藥股份有限公司","產品（批號110223及100504）重標示並變更原來之批號、製造日期及有效期限",
"2","FDA藥字第1005057506號書函","2011-12-14","＂聯邦＂扼煞西林注射劑","衛署藥製字第048641號","OYI44R51","聯邦化學製藥股份有限公司","異物混入藥品內",
"2","FDA藥字第1010000022號書函","2012-01-12","福流持續釋放錠400公絲（配妥西菲林）","衛署藥製字第040399號","100903","美時化學製藥股份有限公司","顏色異常",
"2","FDA藥字第1000086738號書函","2011-12-21","＂政德＂膽速力錠100毫克（吾膽利喜）","衛署藥製字第037720號","TG1251","政德製藥股份有限公司","異物混入藥品內",
"第二級","FDA風字第1021151716號","2013-12-12","＂井田 ＂ 勿炎糖衣錠（鳳梨酵素）、口喜喉含錠、＂井田＂ 順安維他膜衣錠、愛斯羅美糖衣錠、可治脂膜衣錠 40 毫克、＂井田＂免熱錠１２０毫克（乙醯胺酚）、炎消乳膏０．１％（硫酸紫菌素）、＂井田＂降達錠０．１５毫克、恩福膠囊１００公絲（阿曼他定）、維他命B2錠、維他命K1錠、＂井田＂諾莎特膜衣錠 50 毫克、＂井田＂鎮痛錠375毫克(那普洛仙)、維他命B6錠、＂井田＂ 利普眠膠囊、健列腺膜衣錠５公絲＂井田＂","衛署藥製字第019987號、衛署藥製字第025993號、衛署藥製字第012004號、衛署藥製字第039521號、衛署藥製字第052479號、衛署藥製字第032421號、衛署藥製字第041537號、衛署藥製字第038487號、衛署藥製字第030545號、內衛藥製字第016796號、內衛藥製字第016799號、衛署藥製字第055558號、衛署藥製字第034105號、內衛藥製字第016797號、內衛藥製","016N01-05；041N01；082N01~02；111N01；117N01；142N01；168N01；181N01；182N01；214N01；215N01；223N01；228N01；238N01；239N01；240N01","井田國際醫藥廠股份有限公司","未完成製程確效即出貨販售",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","富腦膠囊４００公絲(披喇瑟盪) FUNOW CAPSULES 400MG (PIRACETAM)＂SPC＂","衛署藥製字第028922號","6050622、8050624","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","胃免痛錠 IMENTON TABLETS","內衛藥製字第002640號","3171118、3160723","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","順通糖衣錠 SUTON S.C. TABLETS","內衛藥製字第013939號","2010915、3010916、3060935","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","炎達克錠２００公絲(蘇林達克) YENTAC TABLET 200MG (SULINDAC) ＂S.L.＂","衛署藥製字第037715號","2051137","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","嗽克星膠囊 SOCKSIN CAPSULES","內衛藥製字第003245號","6070321、8070323、9070324","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","＂信隆＂ 舒筋錠劑 260公絲 SULGIN TABS 260MG ＂S.L.＂","衛署藥製字第044978號","3270714、3100525、3080836","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","膽源錠 TANGEN TABLETS","內衛藥製字第003248號","3290223","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","妥膚寧軟膏 TOFURIN OINTMENT ＂SHINLON＂","衛署藥製字第022887號","7080816、7241022、7230144","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","維他維旺錠 VITA B-1 TABLETS","內衛藥製字第002633號","2011121、3050338、3290437","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月26日 FDA藥字第1040033682B號(食藥署藥品組)","2015-09-07","柏那明散 VENAMINE POW.","內衛藥製字第002632號","1310819","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
