燈號,標題名稱,內容,附檔,更新日期
"綠燈","美國FSIS發布回收Cantina Foods公司生產程序未受檢查之Beef and Cheese Pastellios即食產品，問題產品未輸入我國。","1. 美國FSIS於2012年12月4日發布回收Cantina Foods公司生產程序未受檢查之Beef and Cheese Pastellios即食產品，共召回2375磅。 2. 問題產品為紙盒內裝4個透明塑膠袋，每袋裝有6個4盎司Beef and Cheese Pastellios，產品於2012年10月3日至11月20日銷售紐約州區水牛城(Buffalo)之零售商店，無相關病例報告 3. 經查問題產品未輸入國內，本案經評估列屬綠燈。 ;;食品藥物管理局呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。","","2012-12-06"
"綠燈","美國Gean Farm公司回收疑遭肉毒桿菌污染之Harry’s Berries salsa(mild和hot口味)及dill beans等3種產品，問題產品並未輸入我國。","一、 美國Gean Farm公司於2012年12月05日警告消費者勿購買因加工過程可能不當產生肉毒桿菌（Clostridium botulinum）污染之Harry’s Berries salsa(mild和 hot口味)及dill beans等3種產品。 二、 問題產品標籤如附件，銷售於文圖拉(Ventura)、聖巴巴拉(Santa Barbara)和洛杉磯(Los Angeles)等地Certified Farmers零售店。 三、 經查問題產品未輸入我國，本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾若赴美國旅遊，購買或食用上述產品時，應注意產品衛生安全，如自國外攜帶或網路購得上揭產品，應先暫停食用以確保食品衛生安全。 2. 肉毒桿菌廣泛存在自然界各處中，本菌會分泌毒素，造成食品中毒最常見的毒素是A、B、E等型，中毒致命率占所有細菌性食品中毒的第一位，食品加工過程中應注意：(1) 所用的食品原料應充分洗淨，除菌。(2)香腸、火腿類應注意硝酸鹽/亞硝酸鹽的添加量是否適量均勻。(3)充分殺菌。食品藥物管理局建議民眾，此毒素不耐熱，經煮沸後毒性會消失，應注意食品在食用前「應充分加熱」(至少應在 100℃，加熱 10分鐘) 。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1945。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2873&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2874&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2875&type=0","2012-12-06"
"綠燈","美國Suzanna’s Kitchen公司自主回收可能含有塑膠異物之自有品牌相關雞肉產品，該產品並未輸入我國。","美國FSIS於2012年12月6日發布Suzanna’s Kitchen公司自主回收可能含有塑膠異物之相關雞肉產品，共約35800磅。 問題產品包裝如附件，回收產品清單如下: <> <> 產品名稱 <> 有效期限 <> 批號 <> <> <> FREEBIRD FULLY COOKED CHICKEN NUGGETS(12盎司) <> 2014/3/15 <> 6220 <> <> <> FREEBIRD FULLY COOKED GLUTEN FREE/SOY FREE CHICKEN PATTIES(12盎司) <> 2013/9/6 <> 6244 <> <> <> FULLY COOKED CHICKEN NUGGETS(10磅) <> 2014/3/15 <> 6221 <> <> 3. 案內產品未輸入我國，因此本案經評估列屬綠燈。;;建議民眾於警訊期間如赴美國旅遊，應注意相關食品回收警訊，應避免購買或食用可能受污染之相關產品，並呼籲民眾避免購買網路上來路不明之產品，以確保食品衛生安全。","","2012-12-11"
"綠燈","紐澳食品標準局(FSANZ)發布Ontrack公司和Big W公司自主回收中國輸入原料疑遭沙門氏菌（Salmonella）汙染之Truly Gifted Spice Rack產品，問題產品未輸入我國。","一、 紐澳食品標準局2012年12月7日發布Ontrack公司和Big W公司自主回收自中國進口（原料為印度）之Truly Gifted Spice Rack產品，其中胡椒成分受到沙門氏桿菌(Salmonella)污染。 二、 問題產品為12罐裝，每罐375克，有效期限為2013/11/30，外觀為如附件，分布在澳洲首都特區、新南威爾斯州、塔斯馬尼亞州及維多利亞州之Big W商店。 三、 經查問題產品未輸入我國，本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾若赴紐澳旅遊，購買或食用上述產品時，應注意產品衛生安全，如自國外攜帶或網路購得上揭產品，應先暫停食用以確保食品衛生安全。 2. 沙門氏菌廣泛存在自然界各種動物中，攝入汙染該菌之食品，可能引發腸胃炎，沙門氏菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1942。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2888&type=0","2012-12-11"
"綠燈","美國Freshway Foods公司自主回收疑遭李斯特菌（Listeria Monocytogenes）污染之包裝蘋果等3種產品，問題產品未輸入我國。","美國Freshway Foods公司2012年12月08日發布，回收使用同台疑遭李斯特菌污染之包裝機之產品共6671磅。 問題產品回收資訊如下表： UPC編碼 製造日期 產品描述 包裝尺寸 產品分布 無 11/30/2012 RED APPLE SLICE2.4 OZ. SONICS 2.4 盎司 阿拉巴馬州，佛羅里達州，佐治亞州，肯塔基州， 紐約州，田納西州，威斯康星州 95829 20000 12/03/2012 and 12/6/2012 RED APPLE SLICE14 OZ. MOTTS INNERLOCK BAG 14 盎司 佛羅里達州，喬治亞州，北卡羅萊納州 95829 20042 12/03/2012 GREEN APPLE SLICE 14 OZ. MOTTS INNERLOCK BAG 14 盎司 北卡羅萊納州 ，無相關病例報告 3. 經查問題產品未輸入國內，本案經評估列屬綠燈。;;1. 食品藥物管理局呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴加拿大旅遊，應注意相關回收警訊，避免購買及食用問題食品。 2. 一旦感染李斯特菌症，每個人出現的症狀都可能會因年齡、性別和抵抗力強弱等，而有所不同，一般會在攝食汙染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953。","","2012-12-13"
"綠燈","加拿大CFIA和Loblaw Companies公司發布自主回收疑遭病原性大腸桿菌O157: H7污染之Butcher’s Choice Garlic Peppercorn Beef Burgers產品，該問題產品並未輸入我國。","1. 加拿大2012年12月12日CFIA發布Loblaw Companies公司發布自主回收疑遭病原性大腸桿菌O157: H7污染之Butcher’s Choice Garlic Peppercorn Beef Burgers產品。 2. 問題產品為1.3盎司冷凍盒裝(附件)，UPC編碼為0 60383 89363 7，產品上標示BEST BEFORE 2013 MR 03 EST 752，產品分布在加拿大全國。 3. 案內產品未輸入我國，本案經評估列屬綠燈。 ;;1. 問題產品不得輸入國內，呼籲民眾如赴加拿大旅遊，應注意相關回收警訊，避免購買及食用公布回收之問題食品。 2. 出血性大腸桿菌感染症可經由人接觸受感染的動物、食入受感染食物或飲水，或與患者直接接觸而感染，只需數十至數百個菌體即可致病。主要是發生於食用被污染的食物，常因烹煮不當的牛肉（特別是絞肉）、生牛奶或遭受污染之生菜類食物，另外也可以直接造成人與人之間的傳染，如發生於家庭中、幼兒照護中心（托兒所、幼稚園等）或拘留所等處，亦可經由受污染之水源（如未經消毒之飲用水、游泳池水）引起傳染。預防方法為： (1)加熱處理：該菌於75℃加熱1分鐘以上即可被殺死，故調理時應充分加熱（如：調理絞肉其中心部分必須加熱至所有粉紅色部分消失為止）。 (2)避免食用生乳及生菜類食物：前往衛生條件較差或疫情發生地區應避免食用生菜。 (3)冷藏保存：食品調理後，儘速食用，否則置於冰箱中保存。 (4)飲用水之衛生：注意飲用水的衛生管理（如加氯消毒或其他消毒劑的處理），尤其是使用井水或儲水槽時，更須避免水源受到污染。 (5)器具之清洗：處理食品時，砧板、菜刀及容器等用具應充分洗淨，以防二次污染。 (6)手部之洗淨：處理食品之前，手部要清洗並保持潔淨。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1944。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2898&type=0","2012-12-14"
"綠燈","加拿大食品檢驗局(CFIA)與Golden Boy Foods公司自主回收疑遭沙門氏菌（Salmonella）汙染之混和堅果(Inshell Mixed Nuts)產品，問題產品未輸入我國。","一、 加拿大食品檢驗局2012年12月13日發布Golden Boy Foods公司自主回收疑遭沙門氏菌（Salmonella）汙染之混和堅果產品(Mixed Nuts)。 二、 問題產品資訊為網裝(3磅)，UPC編碼為0 64684 10948 0，分布在加拿大各省經銷商，無相關病例報告。 三、 經查問題產品未輸入我國，本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾若赴加拿大旅遊，購買或食用上述產品時，應注意產品衛生安全，如自國外攜帶或網路購得上揭產品，應先暫停食用以確保食品衛生安全。 2. 沙門氏菌廣泛存在自然界各種動物中，攝入汙染該菌之食品，可能引發腸胃炎，沙門氏菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1942。","","2012-12-14"
"綠燈","美國Taylor Farms Retail公司自主回收疑遭李斯特菌（Listeria Monocytogenes）污染之Taylor Farms牌生菜(Hearts of Romaine)，問題產品未輸入我國。","美國Taylor Farms Retail公司2012年12月13日發布Taylor Farms牌生菜(Hearts of Romaine)疑遭李斯特菌污染。 問題產品如附件，回收資訊如下表： 牌名 產品名稱 包裝批號 UPC 編碼 有效期限 Taylor Farms Hearts of Romaine, 10 oz. bag TFRS332A09 0 30223 04032 3 2013.12.13 產品銷售於加利福尼亞州和佛羅里達州，無相關病例報告 3. 經查問題產品未輸入國內，本案經評估列屬綠燈。;;1. 食品藥物管理局呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。 2. 一旦感染李斯特菌症，每個人出現的症狀都可能會因年齡、性別和抵抗力強弱等，而有所不同，一般會在攝食汙染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953。","","2012-12-14"
"綠燈","美國True Taste公司回收疑遭肉毒桿菌污染之7款真空包裝煙燻魚肉產品，問題產品並未輸入我國。","一、 美國True Taste公司於2012年12月18日警告消費者，回收因加工過程不當（鹽度未達標準）而可能產生肉毒桿菌（Clostridium botulinum）污染之7款真空包裝煙燻魚肉產品(Hot Smoked Rainbow Trout, Hot Smoked Whitefish, Hot Smoked Herring, Hot Smoked Mackerel, Hot Smoked Salmon Steak, Cold Smoked Mackerel, and Cold Smoked Whitefish)。 二、 問題產品為真空包裝，2012年1月1日以後製造之產品，無相關病例報導。 三、 經查問題產品未輸入我國，本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾若赴美國旅遊，購買或食用上述產品時，應注意產品衛生安全，如自國外攜帶或網路購得上揭產品，應先暫停食用以確保食品衛生安全。 2. 肉毒桿菌廣泛存在自然界各處中，本菌會分泌毒素，造成食品中毒最常見的毒素是A、B、E等型，中毒致命率占所有細菌性食品中毒的第一位，食品加工過程中應注意：(1) 所用的食品原料應充分洗淨，除菌。(2)香腸、火腿類應注意硝酸鹽/亞硝酸鹽的添加量是否適量均勻。(3)充分殺菌。食品藥物管理局建議民眾，此毒素不耐熱，經煮沸後毒性會消失，應注意食品在食用前「應充分加熱」(至少應在 100℃，加熱 10分鐘) 。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1945。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2914&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2915&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2916&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2917&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2918&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2919&type=0","2012-12-21"
"綠燈","香港食物安全中心稽查香港相關油品工廠及糧油供應商39個食用油樣品，其中4件檢出苯芘。","一、 香港媒體於101年12月19日發布食物安全中心因稽查香港相關油品工廠及糧油供應商39個食用油樣品，其中4件檢出苯芘。 二、 問題案內產品來源地2件為香港葵涌永健大廈，2件來自屯門之北大荒糧油供應商。 三、 經查涉案產品並未輸入我國，因此本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾如赴香港地區旅遊，應注意相關回收警訊，避免購買及食用公布回收之問題食品。 二、食品經過燒烤或油炸等不同加熱方式處理後，都可能會產生微量苯芘，為減少自各類食品中暴露到苯芘的風險，建議民眾平日要均衡攝食各類食物，且避免過量攝取油炸、燒烤、煙燻等加工食物，才能維持營養均衡及健康。","","2012-12-21"
