製造廠名稱,製造廠地址,登錄號碼,登錄品項,國別,藥商名稱,是否在3年有效期間內,有效期限
"Nikkiso Co., Ltd. Kanazawa Plant","3-1, Hokuyohdai, Kanazawa, Ishikawa, 920-0177, Japan","QSD2942","Hemodialysis system and accessories","JP","台灣日機裝股份有限公司","Y","2018-05-10"
"Medela AG","Lättichstrasse 4b, CH-6341 Baar, Switzerland","QSD2945","Vacuum-powered body fluid suction apparatus","CH","永英有限公司","Y","2018-05-12"
"Medela AG","Lättichstrasse 4b, CH-6341 Baar, Switzerland","QSD2945","Neonatal phototherapy unit","CH","永英有限公司","Y","2018-05-12"
"Entracare, LLC","11315 Strang Line Road Lenexa, KS 66215, U.S.A.","QSD2949","Gastrointestinal Tube and Accessories (Sterile)","US","台灣特浦股份有限公司","Y","2018-05-10"
"Elekta Limited","Linac House, Fleming Way, Crawley, West Sussex RH10 9RR United Kingdom","QSD2950","Medical Charged-Particle Radiation Therapy System","GB","久和醫療儀器股份有限公司","Y","2018-05-16"
"Elekta Limited","Linac House, Fleming Way, Crawley, West Sussex RH10 9RR United Kingdom","QSD2950","Radiographic Table","GB","久和醫療儀器股份有限公司","Y","2018-05-16"
"Elekta Limited","Linac House, Fleming Way, Crawley, West Sussex RH10 9RR United Kingdom","QSD2950","Radiation Therapy Beam-Shaping Block","GB","久和醫療儀器股份有限公司","Y","2018-05-16"
"Elekta Limited","Linac House, Fleming Way, Crawley, West Sussex RH10 9RR United Kingdom","QSD2950","Radiographic Head Holder","GB","久和醫療儀器股份有限公司","Y","2018-05-16"
"Elekta Limited","Linac House, Fleming Way, Crawley, West Sussex RH10 9RR United Kingdom","QSD2950","Diagnostic X-Ray Tube Housing Assembly","GB","久和醫療儀器股份有限公司","Y","2018-05-16"
"Davis Schottlander & Davis Ltd","Fifth Avenue, Letchworth , Hertfordshire, SG6 2WD, U.K.","QSD2954","Porcelain Powder for Clinical Use","GB","崧達企業股份有限公司","Y","2018-05-16"
"Davis Schottlander & Davis Ltd","Fifth Avenue, Letchworth , Hertfordshire, SG6 2WD, U.K.","QSD2954","Preformed Plastic Denture Tooth","GB","崧達企業股份有限公司","Y","2018-05-16"
"Yamahachi Dental Mfg., Co.","54-1, Ochigara, Nishiura-cho, Gamagori-city, Aichi-pref, Japan","QSD2962","Gold Based Alloys and Precious Metal Alloys for Clinical Use","JP","崧揚國際有限公司","Y","2018-05-18"
"Yamahachi Dental Mfg., Co.","54-1, Ochigara, Nishiura-cho, Gamagori-city, Aichi-pref, Japan","QSD2962","Base Metal Alloy","JP","崧揚國際有限公司","Y","2018-05-18"
"Yamahachi Dental Mfg., Co.","54-1, Ochigara, Nishiura-cho, Gamagori-city, Aichi-pref, Japan","QSD2962","Preformed Plastic Denture Tooth","JP","崧揚國際有限公司","Y","2018-05-18"
"Yamahachi Dental Mfg., Co.","54-1, Ochigara, Nishiura-cho, Gamagori-city, Aichi-pref, Japan","QSD2962","Denture Relining, Repairing or Rebasing Resin","JP","崧揚國際有限公司","Y","2018-05-18"
"Yamahachi Dental Mfg., Co.","54-1, Ochigara, Nishiura-cho, Gamagori-city, Aichi-pref, Japan","QSD2962","Temporary Crown and Bridge Resin","JP","崧揚國際有限公司","Y","2018-05-18"
"Compumedics Limited","30-40 Flockhart Street Abbotsford VIC 3067, Australia","QSD2969","Breathing Frequency Monitor","AU","嘉杏股份有限公司","Y","2018-05-23"
"Compumedics Limited","30-40 Flockhart Street Abbotsford VIC 3067, Australia","QSD2969","Electroencephalograph","AU","嘉杏股份有限公司","Y","2018-05-23"
"Compumedics Limited","30-40 Flockhart Street Abbotsford VIC 3067, Australia","QSD2969","Physiological Signal Amplifier","AU","嘉杏股份有限公司","Y","2018-05-23"
"Hospira Costa Rica Ltd.","1 km Noreste del Centro, Comercial Real Cariari, Zona Franca Global Park, La Aurora de Heredia, Costa Rica","QSD3906","Patients Control Analgesia Pump, Spare Parts and Accessories","CR","新加坡商赫士睿股份有限公司台灣分公司","Y","2019-04-28"
"Alcon Research, Ltd.","9965 Buffalo Speedway, Houston, TX 77054, U.S.A.","QSD3907","Custom Pak Surgical Kit(Sterile)","US","瑞士商愛爾康大藥廠股份有限公司台灣分公司","Y","2019-10-12"
"Vietnam Kao Medical Instrument MFG. Co., Ltd.","Pho Co, Song Cong City, Thai Nguyen Province, Vietnam","QSD3909","Acupuncture needle","VN","高氏國際有限公司","Y","2019-09-29"
"Pascal International, Inc.","2929 NE Northup Way, Bellevue, WA 98004, U.S.A.","QSD3931","Retraction cord","US","傑基興業股份有限公司","Y","2019-10-19"
"CRYOLIFE, INC.","1655 Roberts Blvd, NW Kennesaw, GA 30144, U.S.A.","QSD3934","Arteries Surgical Glue","US","連鎰有限公司","Y","2019-10-18"
"PT. NSS INDONESIA","Blok A-2 No.29 ST4A Kawasan, Berikat Besland Pertiwi, Kota Bukit Indah Purwakarta 41181,Indonesia","QSD3935","Noninvasive blood pressure measurement system","ID","台灣寶赫曼企業有限公司","Y","2019-10-24"
"Medizintechnik Promedt GmbH","Kleiner Moorweg 4, D-25436 Tornesch, Germany","QSD3939","Orthokin II Set","DE","歐凱科技國際有限公司","Y","2019-10-19"
"ICU Medical, Inc.","4455 Atherton Drive, Salt Lake City, UT 84123, U.S.A.","QSD3943","Diagnostic intravascular catheter","US","台灣佳事達醫療用品有限公司","Y","2019-10-25"
"ICU Medical, Inc.","4455 Atherton Drive, Salt Lake City, UT 84123, U.S.A.","QSD3943","Flow-directed catheter","US","台灣佳事達醫療用品有限公司","Y","2019-10-25"
"ICU Medical, Inc.","4455 Atherton Drive, Salt Lake City, UT 84123, U.S.A.","QSD3943","Intracranial pressure monitoring device","US","台灣佳事達醫療用品有限公司","Y","2019-10-25"
"ICU Medical, Inc.","4455 Atherton Drive, Salt Lake City, UT 84123, U.S.A.","QSD3943","Extravascular blood pressure transducer","US","台灣佳事達醫療用品有限公司","Y","2019-10-25"
"Medtronic Navigation, Inc.","826 Coal Creek Circle, Louisville, CO 80027, U.S.A.","QSD3944","Stereotaxic instrument","US","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Medtronic Navigation, Inc.","826 Coal Creek Circle, Louisville, CO 80027, U.S.A.","QSD3944","Picture archiving and communication system","US","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Medtronic Navigation, Inc.","826 Coal Creek Circle, Louisville, CO 80027, U.S.A.","QSD3944","Manual surgical instrument for general use","US","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Medtronic Navigation, Inc.","826 Coal Creek Circle, Louisville, CO 80027, U.S.A.","QSD3944","Magnetic resonance diagnostic device","US","美敦力醫療產品股份有限公司","Y","2019-10-24"
"Fresenius Medical Care North America","475 West 13th Street Ogden, UT 84404, U.S.A.","QSD3948","High permeability hemodialysis system","US","台灣費森尤斯醫藥股份有限公司","Y","2019-10-26"
"Zimmer Medizinsysteme GmbH","Junkersstraβe 9, D-89231 Neu-Ulm, Germany","QSD3949","Skin Cooling System(Cryotherapy Device)","DE","曜亞國際股份有限公司","Y","2019-10-31"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Quality control material (assayed and unassayed)","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Colorimeter, photometer, or spectrophotometer for clinical use","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Nephelometer for clinical use","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Antimicrobial susceptibility test powder","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Fully automated short-term incubation cycle antimicrobial susceptibility system","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Microtiter diluting and dispensing device","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Microbial growth monitor (Sterile)","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"bioMérieux, Inc.","595 Anglum Road, Hazelwood, MO 63042, U.S.A.","QSD3956","Microorganism differentiation and identification device (Sterile)","US","香港商生物梅里埃有限公司台灣分公司","Y","2019-11-05"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Compensated thorpe tube flowmeter","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Gas pressure gauge","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Pressure regulator","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Pressure tubing and accessories","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Medical gas yoke assembly","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Vacuum-powered body fluid suction apparatus","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Respiratory gas humidifier","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Gentec(Shanghai) Corporation","No. 1988 Yushu Road, Songjiang District 201699, Shanghai, China","QSD3958","Bourdon gauge flowmeter","CN","輝盛工業股份有限公司","Y","2019-11-13"
"Neurologica Corporation (Subsidiary of Samsung Electronics)","14 Electronics Avenue, Danvers, MA 01923, U.S.A.","QSD3959","X-Ray Computed Tomography Scanner System","US","上鉅實業股份有限公司","Y","2019-11-05"
"Zimmer Spine, Inc.","7375 Bush Lake Road, Minneapolis, MN55439, U.S.A.","QSD3965","Spinal intervertebral body fixation orthosis","US","台灣捷邁醫療器材股份有限公司","Y","2019-11-06"
"Zimmer Spine, Inc.","7375 Bush Lake Road, Minneapolis, MN55439, U.S.A.","QSD3965","Pedicle screw spinal system","US","台灣捷邁醫療器材股份有限公司","Y","2019-11-06"
"Zimmer Spine, Inc.","7375 Bush Lake Road, Minneapolis, MN55439, U.S.A.","QSD3965","Intervertebral body fusion device","US","台灣捷邁醫療器材股份有限公司","Y","2019-11-06"
"Zimmer Spine, Inc.","7375 Bush Lake Road, Minneapolis, MN55439, U.S.A.","QSD3965","Orthopedic manual surgical instrument","US","台灣捷邁醫療器材股份有限公司","Y","2019-11-06"
"Okamoto Rubber Products Co., Ltd.","60/50, Moo 19, Navanakorn Industrial Estate Zone 2, Klongluang, Pathumthani 12120, Thailand","QSD3973","Condom","TH","傳悅國際有限公司","Y","2019-11-15"
"Aspen Surgical Products, Inc.","6945 Southbelt Drive, SE, Caledonia, Michigan, 49316, U.S.A.","QSD3974","Skin marker(Sterile)","US","升望科技股份有限公司","Y","2020-01-04"
"Aspen Surgical Products, Inc.","6945 Southbelt Drive, SE, Caledonia, Michigan, 49316, U.S.A.","QSD3974","Tip Cleaner(Sterile)","US","升望科技股份有限公司","Y","2020-01-04"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Colorimeter, photometer, or spectrophotometer for clinical use","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Quality control material (assayed and unassayed)","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Cholesterol (total) test system","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Creatinine test system","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Glucose test system","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Ketones (nonquantitative) test system","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Polymer Technology Systems, Inc.","7736 Zionsville Road, Indianapolis, IN 46268, U.S.A.","QSD3975","Triglyceride test system","US","五鼎生物技術股份有限公司","Y","2019-11-14"
"Krell Precision(Yang Zhou) Co., Ltd.","No.28, Xingyang Road, Economic Development Zone, Yangzhou, Jiangsu 225009, China","QSD3977","Body Fat Monitor/ Scale","CN","啟德電子股份有限公司","Y","2019-11-19"
"Anthogyr SAS","2237, Avenue André Lasquin, 74700 Sallanches, France","QSD3987","Endosseous implant","FR","軒亮股份有限公司","Y","2019-12-03"
"Anthogyr SAS","2237, Avenue André Lasquin, 74700 Sallanches, France","QSD3987","Endosseous dental implant abutment","FR","軒亮股份有限公司","Y","2019-12-03"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Knee joint patellofemorotibial polymer/metal/polymer semi-constrained cemented prosthesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Knee joint patellofemorotibial metal/polymer porous-coated uncemented prosthesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Single/multiple component metallic bone fixation appliance and accessories 　","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Hip joint metal/polymer semi-constrained cemented prosthesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Hip joint metal / polymer / metal semi-constrained porous-coated uncemented proshesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Spinal intervertebral body fixation orthosis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Shoulder joint metal / polymer non-constrained cemented prosthesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Shoulder joint metal/polymer semi-constrained cemented prosthesis","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Orthopedic manual surgical instrument","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Zimmer Trabecular Metal Technology, Inc.","10 Pomeroy Road, Parsippany, NJ 07054, U.S.A.","QSD3989","Intervertebral body fusion device","US","台灣捷邁醫療器材股份有限公司","Y","2019-12-04"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Pulse Oximetry, Pulse CO-Oximetry and Accessories","US","信興欣業股份有限公司","Y","2020-04-16"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Pulse Oximetry, Pulse CO-Oximetry and Accessories","US","科達健康生技股份有限公司","Y","2020-04-16"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Telemetric Physiologic Monitoring System","US","信興欣業股份有限公司","Y","2020-04-16"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Telemetric Physiologic Monitoring System","US","科達健康生技股份有限公司","Y","2020-04-16"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Respiratory Monitors and Accessories","US","信興欣業股份有限公司","Y","2020-04-16"
"Masimo Corporation","40 Parker Irvine, CA 92618, U.S.A.","QSD3997","Respiratory Monitors and Accessories","US","科達健康生技股份有限公司","Y","2020-04-16"
"Lumenis Ltd.","Yokneam Industrial Park, Hakidma Street 6, P.O. Box 240, Yokneam 2069204, Israel","QSD4001","Laser surgical instrument for use in general and plastic surgery and in dermatology","IL","香港商科醫人雷射有限公司台灣分公司","Y","2019-03-23"
"Lumenis Ltd.","Yokneam Industrial Park, Hakidma Street 6, P.O. Box 240, Yokneam 2069204, Israel","QSD4001","Laser surgical instrument for use in general and plastic surgery and in dermatology","IL","香港商科醫人雷射有限公司台灣分公司","Y","2020-10-25"
"Lumenis Ltd.","Yokneam Industrial Park, Hakidma Street 6, P.O. Box 240, Yokneam 2069204, Israel","QSD4001","Endoscope and accessories","IL","香港商科醫人雷射有限公司台灣分公司","Y","2019-03-23"
"Lumenis Ltd.","Yokneam Industrial Park, Hakidma Street 6, P.O. Box 240, Yokneam 2069204, Israel","QSD4001","Endoscope and accessories","IL","香港商科醫人雷射有限公司台灣分公司","Y","2020-10-25"
