標題,連結,發布日期
"[藥物食品安全週報第19期]--開放美國牛肉進口之政策說明/鮭魚含亞硝酸鹽 黃燈轉綠燈/料理返璞 人生健康","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=171&chk=DE26E3C2-58F8-4A70-A39D-77C38345CC9C&mid=138&name=fdContent","2006-01-26"
"[藥物食品安全週報第1期]--衛生署為加強保護消費者，成立「FDA籌備小組」","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=153&chk=6084ADD4-F668-47B3-B08E-2BE730550B04&mid=138&name=fdContent","2005-09-22"
"[藥物食品安全週報第200期]--「藥物食品安全週報」200期出刊囉！/不法產品含壯陽及減重藥品成分/砷、有機砷與無機砷","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=346&chk=CEC010F5-7069-493E-A549-D0123A994E28&mid=138&name=fdContent","2009-07-24"
"[藥物食品安全週報第201期]--遭仙人掌桿菌污染之「機智豆」已下架/又見不法產品含西藥成分/勿過量使用含乙醯胺酚成分","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=348&chk=6C3D028D-061A-4341-8270-F4314C355B39&mid=138&name=fdContent","2009-08-10"
"[藥物食品安全週報第202期]--國內未進口法國回收之三種嬰幼兒不含糖咳嗽內服液劑/不法含藥產品黑名單/可待因藥品分級管理","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=349&chk=092F68D6-6EB0-4BA2-9EB3-D4AEC93C2148&mid=138&name=fdContent","2009-08-10"
"[藥物食品安全週報第203期]--食品藥物管理局成立/又見違法產品含西藥/減重無捷徑 勿輕信偏方","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=351&chk=9A5CADCF-278D-4EF6-A3BE-6B5018A3E6A0&mid=138&name=fdContent","2009-08-21"
"[藥物食品安全週報第204期]-- 預防食品中毒「五要」/違法產品添加西藥成分/自我管控 輕鬆減鹽吃出健康","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=350&chk=056FD294-0F40-4438-9930-146FF338188B&mid=138&name=fdContent","2009-08-21"
"[藥物食品安全週報第205期]--暗藏玄機的彩色小藥丸/災後飲食 衛生安全第一","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=352&chk=DFEC932F-6952-4344-9D6B-0A4B371DF848&mid=138&name=fdContent","2009-09-07"
"[藥物食品安全週報第206期]--誇大化粧品廣告將受罰/不法含藥產品資訊/颱風過後慎防疫病","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=353&chk=1A4315BA-84AB-4751-83A6-4AFC716D81B9&mid=138&name=fdContent","2009-09-07"
"[藥物食品安全週報第207期]--使用控制體重藥品Orlistat應謹慎監視肝功能/不法含藥產品訊息/多重藥物濫用","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=354&chk=D569A530-66E9-4880-AC9D-A01EEFBB1402&mid=138&name=fdContent","2009-09-15"
"[藥物食品安全週報第208期]--使用反轉錄病毒感染治療藥品INTELENCETM（Etravirine）應謹慎監視不良反應/認識組織胺中毒","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=355&chk=81EF67AC-5BF0-4BEA-B124-E3DF4A737453&mid=138&name=fdContent","2009-09-23"
"[藥物食品安全週報第209期]--可待因（Codeine）成分藥品警訊新規定/健康歡度中秋/克流感用藥條件","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=356&chk=01F9417B-49F7-4162-B265-E3162AFDB4F8&mid=138&name=fdContent","2009-09-30"
"[藥物食品安全週報第20期]--染燙髮 要漂亮也要安全/確保牛肉安全之風險管理措施/過年期間用藥大補帖","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=172&chk=E8D0AF0E-B64A-48E7-AAA7-B010B0870374&mid=138&name=fdContent","2006-02-02"
"[藥物食品安全週報第210期]--正確的「營養標示」，提供消費者健康資訊/加強真菌毒素管制/惹上「麻」煩得不償失","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=357&chk=EF599189-6C3E-42AA-BDB3-2679F74761C6&mid=138&name=fdContent","2009-10-06"
"[藥物食品安全週報第211期]--含Promethazine成分藥品的用藥警訊/國人長期缺維生素B1及B2，宜多攝取","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=358&chk=92A629BF-CBA7-429B-9E01-EBAF12AB07C6&mid=138&name=fdContent","2009-10-09"
"[藥物食品安全週報第212期]--使用避孕藥應小心造成血栓之風險/什麼是阿片酊(Opium Tincture)？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=359&chk=F32A493A-3147-4CF2-B4C5-DD96089539F8&mid=138&name=fdContent","2009-10-20"
"[藥物食品安全週報第213期]--混絞牛肉應煮熟再食用/攝取足量葉酸 降低罹癌風險/我的朋友在吸毒，他犯法了嗎？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=360&chk=7A7CC16D-D0AF-4026-B56E-7C605B2B6827&mid=138&name=fdContent","2009-10-29"
"[藥物食品安全週報第214期]--油炸油管理達共識/用好盤，吃好菜/擁有好「骨」力 從小做起","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=361&chk=C03B7388-A16A-4EF6-9B08-0D0C069CB7C7&mid=138&name=fdContent","2009-11-04"
"[藥物食品安全週報第215期]--嚴格把關美國進口牛肉及其產品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=362&chk=9BEB3D0D-54DB-47C8-BC71-B7D66215725D&mid=138&name=fdContent","2009-11-09"
"[藥物食品安全週報第216期]--正確處理廢棄藥品/「一粒眠」是第三級管制藥品/認識處方鏡片","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=363&chk=78BF68F5-4037-447B-A37E-5DC5DC1B162C&mid=138&name=fdContent","2009-12-01"
"[藥物食品安全週報第217期]--小心使用缺鐵性貧血治療藥品Iron Dextran/含西藥之違法壯陽產品/依序施打H1N1新型流感疫苗","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=364&chk=55CB0BF4-7AE4-4080-8154-063FBA046A2E&mid=138&name=fdContent","2009-12-01"
"[藥物食品安全週報第218期]--進口牛肉稽查小組主動稽查/戴奧辛鴨/防制市售治療呼吸道感冒藥煉毒二階段策略","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=365&chk=EFE1BACC-A55E-42D3-A9D7-D1614F179FEB&mid=138&name=fdContent","2009-12-01"
"[藥物食品安全週報第219期]--善用食品不良反應通報系統 為健康安全加分/K仔！請別再拿自己的健康開玩笑","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=366&chk=533ED703-D2B6-4A89-AAC0-816280AC8113&mid=138&name=fdContent","2009-12-09"
"[藥物食品安全週報第21期]--啟動食品戴奧辛預警値措施/積極管理並嚴守美國牛肉開放條件/寒流一波波 小心肺炎","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=173&chk=36B6EB28-462A-4440-80A9-5BF1D10681AB&mid=138&name=fdContent","2006-02-09"
"[藥物食品安全週報第220期]--開放美國帶骨牛肉及其產品進口之疑義說分明","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=367&chk=E81CEE38-9157-4245-8A0D-9D7FF4DA3EED&mid=138&name=fdContent","2009-12-21"
"[藥物食品安全週報第221期]--糖尿病藥品Exenatide可能引起急性腎衰竭/正確進補 增健康","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=372&chk=0727F39D-D09E-4DEE-ACC3-E0193F0EEB31&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第222期]--婦女健康好幫手，「妳藥的知識」出版了/毒品常用綽號、俗名暨成分及作用","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=373&chk=0ED0D999-BF14-4C1E-BB5E-84305C749C2A&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第223期]-- 堅守五不原則,拒買誇大不實食品/佳節狂歡,毒品勿近","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=374&chk=A718F41D-2554-4439-8BB7-5BCDFE86CE3D&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第224期]--食品藥物管理的新紀元/散裝食品新制上路/控制體重藥品Sibutramine","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=375&chk=64B7DB3A-DA27-422F-8775-3A93F99554EF&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第225期]--殘留甲醛、含保藏劑的疫苗，依然安全！/要美麗更要「繪」健康/默痛舒持續性藥效膠囊","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=376&chk=0B6BFEEC-1EEB-4245-A903-05B0F697DE39&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第226期]--接種疫苗 防疫加分/國光新型流感疫苗經衛生署檢驗皆合格/國光與諾華新型流感疫苗之硫柳汞含量均符合規定/冬季腹瀉病例增 勤洗手防感染","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=377&chk=C3FF2FAF-9D9E-4FD9-BCCF-2B87C1DB9A5D&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第227期]--檢驗不是萬靈丹/用藥安全 五不原則","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=378&chk=29A74F19-AFCA-41FB-8046-9DC7FA3E1958&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第228期]--稽查輔導散裝食品標示/控制體重藥品Sibutramine之安全警訊檢驗不是萬靈丹","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=379&chk=5773F1CC-3D83-4A92-810F-44105AE5D377&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第229期]-- 年貨達人須知/認清感冒糖漿警語標示","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=380&chk=CFEDE84C-8308-4B68-B4E6-B0354C702711&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第22期]-- 首批美國牛肉上市 食品衛生特派員進場嚴格把關/台灣口紅重金屬安全無虞/勿私自購用 RU486","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=174&chk=82AE9AC2-E995-4866-A3EE-91242E0F58AB&mid=138&name=fdContent","2006-02-16"
"[藥物食品安全週報第230期]--慢性病患提前領藥,安心過好年/新型流感疫苗/少油少鹽健康延年","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=381&chk=858A0A28-A8DA-4B4E-BEB4-29C9365FC03D&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第231期]--勿信誇大不實廣告/看清標示正確用藥/遠離毒品安度長假","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=382&chk=0B046C64-A9A4-4476-B3B3-3055BD860722&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第232期]--第二型糖尿病藥物Avandia（梵帝美錠）/年後節制飲食增健康/歡慶元宵別貪食","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=383&chk=12424B9D-2DD3-4910-ACE8-E294B033DF74&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第233期]--「藥」求安全靠您掌握/均衡飲食保健康/紅外線熱像儀產品僅能「輔助」乳癌診斷","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=384&chk=4E81C0B4-0182-4FA2-A04A-3C29EEFE4B86&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第234期]--包裝食品營養標示/藥品回收資訊/長期使用荷爾蒙替代療法治療更年期症候群可能增加肺癌風險","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=385&chk=53C4E0FC-EF02-497B-BFC9-E24901C67DC4&mid=138&name=fdContent","2010-03-16"
"[藥物食品安全週報第235期]--免疫球蛋白藥品WinRhoSDF/藥品回收資訊發布/誇大廣告勿輕信","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=386&chk=B886A705-CD01-4108-BC09-F1309F63E474&mid=138&name=fdContent","2010-04-02"
"[藥物食品安全週報第236期]--開放大陸正常人類血清及血漿/抗憂鬱藥品SSRIs/「嗜脂益生菌」","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=387&chk=EE589544-D9CE-4044-B776-32B58027DC7B&mid=138&name=fdContent","2010-04-02"
"[藥物食品安全週報第237期]--魚油溶解保麗龍的真相還原/維護健康，大家作伙來/消費資訊透明化","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=388&chk=0005A655-EB03-4873-93AF-C489BEE29C30&mid=138&name=fdContent","2010-04-02"
"[藥物食品安全週報第238期]--已回收疑遭沙門氏桿菌污染產品/藥品回收訊息站/花生製品與黃麴毒素","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=389&chk=65D1F6C8-711C-4532-8C30-CC451C7C6166&mid=138&name=fdContent","2010-04-12"
"[藥物食品安全週報第239期]--限量用三氯沙安全無虞/多蔬果好健康/深入居家生活的家用醫療器材","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=390&chk=D376F3B7-2DC3-458F-8AA0-D98B0D09C62D&mid=138&name=fdContent","2010-04-16"
"[藥物食品安全週報第23期]--生魚片使用一氧化碳 保色不保鮮/巴西蘑菇問題產品未進口/食品中的丙烯醯胺","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=175&chk=43280885-D7AB-483E-BB93-6CF6B0795644&mid=138&name=fdContent","2006-02-23"
"[藥物食品安全週報第240期]--肉毒桿菌篇/痤瘡藥品isotretinoin（A酸）","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=392&chk=75C6863B-A6A2-40A3-8AB8-21B425B28043&mid=138&name=fdContent","2010-04-23"
"[藥物食品安全週報第241期]--治療甲狀腺機能亢進藥物propylthiouracil/沙門氏菌篇/加強稽查 打擊不法藥物","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=393&chk=3680B4E0-2F2A-4248-A289-080A4C0FA45F&mid=138&name=fdContent","2010-04-30"
"[藥物食品安全週報第242期]--新興濫用物質Mephedrone(喵喵)/肉毒桿菌中毒檢驗結果/勿長期使用止痛劑","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=394&chk=997CA4A0-F314-4BE6-B080-4ED6EBAAEAF7&mid=138&name=fdContent","2010-05-07"
"[藥物食品安全週報第243期]--鐵定「女子」幸福/關心家人 正確用藥/致病性弧菌篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=395&chk=7A16468C-94B3-4EB1-B5EF-C8315F685D19&mid=138&name=fdContent","2010-05-14"
"[藥物食品安全週報第244期]--網路換售藥物/竄改製造日期]--毀譽觸法/病原性大腸桿菌篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=403&chk=C666C811-BE40-4117-BDC2-9EE2FAC37F39&mid=138&name=fdContent","2010-05-21"
"[藥物食品安全週報第245期]--部分維生素類藥品改成食品管理/台灣雀巢公司主動回收玻璃瓶裝即溶咖啡/檢驗不是萬能","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=404&chk=CE26ACB4-C988-4220-A805-BCFA28F67D78&mid=138&name=fdContent","2010-05-28"
"[藥物食品安全週報第246期]--聯手打擊不法產品/依適應症正確用藥/拉肚子？食品中毒？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=405&chk=48BB18A0-F5BC-4FAA-B41E-CD9CF9F3524C&mid=138&name=fdContent","2010-06-04"
"[藥物食品安全週報第247期]--特殊營養食品多食無益/正確用藥 放心安眠","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=406&chk=DFA6981B-8E80-4DA2-83CC-AC7547992D15&mid=138&name=fdContent","2010-06-11"
"[藥物食品安全週報第248期]--食品產地標示新規定/蔬果的殘留農藥/矽膠填充乳房彌補物","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=408&chk=B3FBFDA0-A900-4CD7-80FE-9626B0217A0A&mid=138&name=fdContent","2010-06-18"
"[藥物食品安全週報第249期]--建構實驗室監測網絡/真空包食品煮過再吃/路邊野菇不要採","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=409&chk=D5C33B08-0942-4D18-B399-C8E29452BA68&mid=138&name=fdContent","2010-06-25"
"[藥物食品安全週報第24期]--減少反式脂肪酸的攝取/水痘 預防勝於治療/腰圍少少 健康多多","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=176&chk=FA1A4806-A85B-4D67-9491-7C2A108CF7F1&mid=138&name=fdContent","2006-03-02"
"[藥物食品安全週報第250期]--網購醫療器材恐觸法/食品標示/「衛食字號」與安全無關","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=410&chk=A628E142-14CA-45DD-B5F3-2CF723ED9982&mid=138&name=fdContent","2010-07-02"
"[藥物食品安全週報第251期]--確認滅菌/「油」不得亂標示/暑假防毒總動員","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=411&chk=C397CD59-5450-4DD3-88AE-5C8885423974&mid=138&name=fdContent","2010-07-12"
"[藥物食品安全週報第252期]--大陸乳品/正確減重/藥品諮詢委員會","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=412&chk=9CD63649-8165-4A86-83B1-750D5F4DACD9&mid=138&name=fdContent","2010-07-16"
"[藥物食品安全週報第253期]--認識香豆素/燙睫毛藥水/李斯特菌","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=413&chk=FD06ED2E-236E-4151-82CE-21007667884C&mid=138&name=fdContent","2010-07-26"
"[藥物食品安全週報第254期]--第二型糖尿病治療藥物梵帝雅（Avandia）/認識助眠藥(一)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=414&chk=B086CD5D-BBC9-4647-A344-85DCF1F5B3D2&mid=138&name=fdContent","2010-07-30"
"[藥物食品安全週報第255期]--廣電媒體播送醫藥廣告/認識含藥化妝品/認識助眠藥(二)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=459&chk=EC5A2855-9651-4005-9111-823B153AA214&mid=138&name=fdContent","2010-08-06"
"[藥物食品安全週報第256期]--颱風季節注意飲食衛生/認識助眠藥(三)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=417&chk=63B6546F-F79E-427D-B587-CF8D89DD713A&mid=138&name=fdContent","2010-08-13"
"[藥物食品安全週報第257期]--正確使用塑膠類食品容器/美沙冬藥物注意事項","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=418&chk=14B70B08-800C-4FA7-8B5C-F0686FA365F2&mid=138&name=fdContent","2010-08-20"
"[藥物食品安全週報第258期]--指甲油中的溶劑/真藥、偽藥辨清楚","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=419&chk=632DD895-A69C-4EBB-B0E3-A8EBE5BCCBD8&mid=138&name=fdContent","2010-08-27"
"[藥物食品安全週報第259期]--矯正鏡片認證 安全可靠/重視衛生 健康度中秋/精神分裂症治療新藥Paliperidone 介紹","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=420&chk=71E566C0-E075-4A27-94BB-3E5946449DB4&mid=138&name=fdContent","2010-09-03"
"[藥物食品安全週報第25期]--法國生鮮鵝肝未進口/勿購用來路不明的中藥/料理及食用海鮮留意創傷弧菌","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=177&chk=A845D67F-CDEC-49A6-AA8A-1B742ED84BE4&mid=138&name=fdContent","2006-03-09"
"[藥物食品安全週報第260期]--未依適應症處方 無法獲得藥害救濟給付/濕熱氣候 嚴防食物中毒/持續打擊不法藥物","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=421&chk=3CE7A922-F201-454E-9F9E-748E714E4B92&mid=138&name=fdContent","2010-09-10"
"[藥物食品安全週報第261期]-- 減重藥品Sibutramine 風險與效益/小心美麗指甲變灰姑娘/調理食品重「五要」","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=422&chk=BDA6452E-B45D-4EF2-9F55-26BCBF4741D8&mid=138&name=fdContent","2010-09-17"
"[藥物食品安全週報第262期]--網購雖方便 小心藏危機/依適應症用藥 保障加分/水是解渴良方","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=423&chk=6925AE60-F3E2-4CB9-9E6F-E5615E7A918B&mid=138&name=fdContent","2010-09-24"
"[藥物食品安全週報第263期]--未核准胎盤素成分藥品/正確使用塑膠容器","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=424&chk=FB11D9DB-7758-48F9-A8C8-732C31F95D70&mid=138&name=fdContent","2010-10-01"
"[藥物食品安全週報第264期]--認識反式脂肪/低劑量綜合維生素藥品轉列為食品管理","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=426&chk=F7386545-6E27-418C-89CE-C471C0AE0CC9&mid=138&name=fdContent","2010-10-08"
