核備函字號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分,簽審文件編號
"1015029387","康固力錠食品","CONGREGATER TABLETS","1110719","1010719","富爾康貿易有限公司","02-23317602","台北市中正區忠孝西路一段7號7樓之5","SHELL OF SEA CRABS;;SHARK CARTILAGE;;OYSTER SHELL POWDER;;FISH COLLAGEN;;VITAMIN D2;;ZINC GLUCONATE;;MAGNESIUM STEARATE;;CROSCARMELLOSE SODIUM;;STEARIC ACID;;SILICON DIOXIDE;;SODIUM CHLORIDE;;H.P.M.C.(HYDROXY PROPYL METHYL CELLULOSE);;TITANIUM DIOXIDE;;FD & C YELLOW #5;;FD & C YELLOW #6;;SUCROSE;;SODIUM ASCORBATE;;MEDIUM CHAIN TRIGLYCERIDES;;SILICON DIOXIDE;;DL-ALPHA TOCOPHEROL;;STARCH","DHC0A150293872"
"1015029388","維固力錠食品","WEIKULICHIEN TABLETS","1110719","1010719","富爾康貿易有限公司","02-23317602","台北市中正區忠孝西路一段7號7樓之5","SHELL OF SEA CRABS;;SHARK CARTILAGE;;OYSTER SHELL POWDER;;FISH COLLAGEN;;VITAMIN D2;;ZINC GLUCONATE;;MAGNESIUM STEARATE;;CROSCARMELLOSE SODIUM;;STEARIC ACID;;SILICON DIOXIDE;;SODIUM CHLORIDE;;H.P.M.C.(HYDROXY PROPYL METHYL CELLULOSE);;TITANIUM DIOXIDE;;FD & C YELLOW #5;;FD & C YELLOW #6;;SUCROSE;;SODIUM ASCORBATE;;MEDIUM CHAIN TRIGLYCERIDES;;SILICON DIOXIDE;;DL-ALPHA TOCOPHEROL;;STARCH","DHC0A150293880"
"1015029598","康聖特級維他命C複合精華錠狀食品","CARLSON SUPER-C-COMPLEX","1110806","1010806","泉康有限公司","02-27217776","台北市大安區忠孝東路四段22○號3樓","VITAMIN C;;LEMON BIOFLAVONOIDS COMPLEX;;MICROCRYSTALLINE CELLULOSE;;STEARIC ACID;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;SILICON DIOXIDE;;CARNAUBA WAX","DHC0A150295988"
"1036000959","葡萄糖胺1000食品錠","GLUCOSAMINE1000","1080221","1030221","傲旎全球股份有限公司","02-25110989","台北市中山區中山北路2段81號","GLUCOSAMINE HCL;;MICROCRYSTALLINE CELLULOSE;;CROSS-LINKED SODIUM CARBOXYMETHYL CELLULOSE;;SILICON DIOXIDE;;STEARIC ACID;;MAGNESIUM STEARATE;;GLYCERIN FATTY ACID ESTER;;PURIFIED WATER;;POLYSORBATE 80;;POLYETHYLENE GLYCOL 400;;METHYL CELLULOSE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE;;CARNAUBA WAX","DHC0A360009593"
"1036001151","必賜力超級維生素B群膠囊","BESTVITE SUPER B-COMPLEX","1080224","1030224","摩斯達有限公司","03-3245282","桃園市蘆竹區山腳村富貴街2巷1號1樓","THIAMINE(B1);;RIBOFLAVIN(B2);;NIACIN;;VITAMIN B6;;VITAMIN B12;;BIOTIN;;FOLIC ACID;;CALCIUM PANTOTHENATE;;CHOLINE BITARTRATE;;INOSITOL;;VITAMIN C;;GLYCEROL ESTERS OF FATTY ACIDS;;BOVINE GELATIN","DHC0A360011511"
"1036059610","舒淨軟膠囊","SMOOTH & CLEAN","1081111","1031111","和洋國際有限公司","05-2211866","嘉義市東區林森里和平路381巷2號","GELATIN;;PURIFIED WATER;;VEGETABLE GLYCERIN;;CRANBERRY CONCENTRATE;;VITAMIN C;;VITAMIN E;;SOY LECITHIN;;SOYBEAN OIL;;WHITE BEES WAX","DHC0A360596102"
"1036059629","富力強錠","FREEHOLD EXTRA","1081202","1031202","高祥貿易股份有限公司","02-27665346","台北巿松山區三民路95巷16號1樓","VITAMIN A;;VITAMIN C;;CALCIUM CITRATE;;IRON OXIDE;;VITAMIN D3;;VITAMIN E;;VITAMIN B1;;VITAMIN B2;;NIACINAMIDE;;VITAMIN B6;;VITAMIN B12;;FOLIC ACID;;BIOTIN;;CALCIUM PANTOTHENATE;;POTASSIUM IODIDE;;MAGNESIUM OXIDE;;ZINC GLUCONATE;;COPPER GLUCONATE;;MANGANESE SULFATE;;POTASSIUM CITRATE;;CHOLINE BITARTRATE;;INOSITOL;;CITRUS BIOFLAVONOIDS;;METHYL HESPERIDIN;;L-GLUTAMIC ACID;;SELENIUM YEAST;;CHROMIUM YEAST;;GRAPE SEED EXTRACT;;SOY PROTEIN POWDER;;DICALCIUM PHOSPHATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;FD & C RED #40;;FD & C BLUE # 2","DHC0A360596290"
"1036059758","複方維生素 B-50 錠","VITAMIN B-50 COMPLEX","1081120","1031120","台灣保立康藥業有限公司","03-5897540","桃園市中壢區松平路37號1樓","VITAMIN B1;;VITAMIN B2 RIBOFLAVINE;;VITAMIN B6;;FOLIC ACID;;CALCIUM PANTOTHENATE;;NIACINAMIDE;;BIOTIN;;CHOLINE BITARTRATE;;INOSITOL;;RICE BRAN;;ALFALFA LEAF;;WATERCRESS;;PARSLEY LEAF(PETROSELINUM CRISPUM)EXTRACT POWDER;;SOY LECITHIN;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;CROSCARMELLOSE SODIUM;;MAGNESIUM STEARATE;;STEARIC ACID;;SILICON DIOXIDE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE COLOR;;FD & C YELLOW #5;;VITAMIN B12 (CYANOCOBALAMIN)","DHC0A360597585"
"1036066192","康補維他膠囊食品","COMBI VITA CAPSULES","1090305","1040305","秉新藥業股份有限公司","02-27622552","台北市信義區忠孝東路五段429號4樓","VITAMIN A;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN B12;;VITAMIN C;;ERGOCALCIFEROL;;CORN OIL;;VITAMIN E;;NIACINAMIDE;;FOLIC ACID;;INOSITOL;;CHOLINE BITARTRATE;;DL-METHIONINE;;L-GLUTAMIC ACID;;L-ARGININE;;L-LYSINE;;TAURINE;;GLYCINE;;POTASSIUM IODIDE;;POTASSIUM CHLORIDE;;MAGNESIUM OXIDE;;MANGANESE SULFATE;;COPPER SULFATE;;ZINC OXIDE;;FERROUS FUMARATE;;CALCIUM PANTOTHENATE;;ACANTHOPANAX SENTICOSUS;;BEE POLLEN;;ROYAL JELLY;;ASIAN GINSENG RADIX;;SOYBEAN OIL;;LECITHIN;;PORCINE GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C RED #40 ALUMINUM LAKE;;FD & C YELLOW #6 ALUMINUM LAKE;;FD & C BLUE #1 ALUMINUM LAKE","DHC0A360661928"
"1046017965","可舒明軟膠囊食品","XANTASIL CAPSULES","1090806","1040806","佑眾貿易有限公司","02-3970295","桃園市楊梅區瑞塘里中山北路二段351巷1弄11號","GELATIN;;GLYCERIN;;PURE WATER;;TITANIUM DIOXIDE;;FD & C RED #40;;HAEMATOCOCCUS PLUVIALIS EXTRACT;;ONION EXTRACT;;CRYPTHECODINIUM COHNII EXTRACT;;MARIGOLD EXTRACT;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN A PALMITATE;;DL-ALPHA-TOCOPHEROL;;FISH GELATIN;;CORN STARCH;;SUCROSE;;VITAMIN C (SODIUM ASCORBATE);;DL-ALPHA-TOCOPHERYL ACETATE;;CORN STARCH;;MALTODEXTRIN;;SILICON DIOXIDE;;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B12 (CYANOCOBALAMIN);;ZINC OXIDE;;COPPER SULFATE;;MANGANESE SULFATE;;SODIUM SELENATE;;SOYBEAN OIL;;BEESWAX","DHC0A460179653"
"1036066193","綜合維他命膠囊食品","CAN SUPER MULTI VITAMIN CAPSULES","1090305","1040305","秉新藥業股份有限公司","02-27622552","台北市信義區忠孝東路五段429號4樓","L-GLUTAMIC ACID;;L-LYSINE;;TAURINE;;GLYCINE;;POTASSIUM IODIDE;;POTASSIUM CHLORIDE;;MAGNESIUM OXIDE;;MANGANESE SULFATE;;COPPER SULFATE;;ZINC OXIDE;;FERROUS FUMARATE;;CALCIUM PANTOTHENATE;;ACANTHOPANAX SENTICOSUS;;BEE POLLEN;;ROYAL JELLY;;ASIAN GINSENG RADIX;;SOYBEAN OIL;;LECITHIN;;PORCINE GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C RED #40 ALUMINUM LAKE;;FD & C YELLOW #6 ALUMINUM LAKE;;FD & C BLUE #1 ALUMINUM LAKE;;L-ARGININE;;VITAMIN A;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN B12;;VITAMIN C;;ERGOCALCIFEROL;;CORN OIL;;VITAMIN E;;NIACINAMIDE;;FOLIC ACID;;INOSITOL;;CHOLINE BITARTRATE;;DL-METHIONINE","DHC0A360661939"
"0930403256","和泰保勝膠囊食品","HOTAI BOSUN CAPSULES","1080506","930506","雄美有限公司","02-7622244","台北巿民生東路五段153號15樓之14","PUMPKIN SEED OIL;;CRANBERRY JUICE;;BLACK CURRANT OIL;;WHEAT GERM OIL;;JUNIPER BERRY ;;SESAME OIL;;ALFALFA POWDER;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;WATER;;TITANIUM DIOXIDE;;FD & C YELLOW #5;;FD & C BLUE #1;;FD & C RED #40","DHC09304032566"
"0930403258","和泰 B50 錠食品","HOTAI B50 COMPLEX TABLET","1080422","930422","雄美有限公司","02-7622244","台北巿民生東路五段153號15樓之14","THIAMINE MONONITRATE;;VITAMIN B2 RIBOFLAVINE;;PYRIDOXINE HCL;;VITAMIN B-12 (CYANOCOBALAMIN);;NIACINAMIDE;;CALCIUM PANTOTHENATE;;FOLIC ACID;;BIOTIN;;CHOLINE BITARTRATE;;INOSITOL;;CALCIUM CARBONATE;;GUAR BEAN GUM;;MAGNESIUM STEARATE;;STEARIC ACID;;HYDROXYPROPYL METHYLCELLULOSE;;SORBITOL;;FD & C YELLOW #5","DHC09304032588"
"0930403261","杜松 S-58 膠囊食品","DUSON S-58 CAPSULES","1080409","930409","雄美有限公司","02-7622244","台北巿民生東路五段153號15樓之14","VITAMIN A PALMITATE;;CHOLECALCIFEROL;;DL-ALPHA-TOCOPHERYL ACETATE;;VITAMIN C ( ASCORBIC ACID );;THIAMINE MONONITRATE;;VITAMIN B2 RIBOFLAVINE;;NIACINAMIDE;;CALCIUM PANTOTHENATE;;PYRIDOXINE HCL;;CYANOCOBALAMIN;;BIOTIN;;FOLIC ACID;;CHOLINE BITARTRATE;;GLUTAMIC ACID;;METHYL HESPERIDIN;;INOSITOL;;CALCIUM CITRATE;;ROSE HIPS;;MAGNESIUM OXIDE;;ZINC SULFATE;;COPPER GLUCONATE;;MANGANESE GLUCONATE;;ALFALFA;;FERROUS GLUCONATE;;KELP;;POTASSIUM CHLORIDE;;SOY LECITHIN;;GARLIC OIL;;WHEAT GERM OIL;;BEE PROPOLIS;;AMERICAN GINSENG;;GINKGO BILOBA FURIT POWDER;;SOYBEAN OIL;;BEESWAX;;GELATIN;;GLYCERIN;;WATER;;TITANIUM DIOXIDE;;FD & C RED #40;;FD & C BLUE #1","DHC09304032613"
"0930403708","NATURE’S CARE 深海魚油 OMEGA-3 軟膠囊食品","NATURE’S CARE OMEGA-3","1080416","930416","悉妮國際美容顧問有限公司","02-27297169","11052台北市信義區信義路4段460號9樓之1","FISH OIL;;VITAMIN E;;GELATIN;;GLYCEROL;;PURIFIED WATER","DHC09304037080"
"0930403749","賜立鈣錠食品","SALIDECAL-D TABLETS","1080413","930413","富爾康貿易有限公司","02-23317602","台北市中正區忠孝西路一段7號7樓之5","CALCIUM;;CHOLECALCIFEROL;;GUAR BEAN GUM;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE","DHC09304037499"
"0930403750","挺鎂鈣-D錠食品","TERMICAL-D TABLETS","1080416","930416","富爾康貿易有限公司","02-23317602","台北市中正區忠孝西路一段7號7樓之5","CALCIUM;;CHOLECALCIFEROL;;GUAR BEAN GUM;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE","DHC09304037502"
"0930403876","憲懋膜衣錠","SANMAO SPRING GLUCOSIDE COATED TABLET","1080528","930528","憲懋企業有限公司","04-24220818","台中市北屯區仁和里昌平路二段31巷2之7號","NATURAL GLUCOSAMINE;;OYSTER SHELL POWDER;;CHOLECALCIFEROL;;STEARIC ACID;;MAGNESIUM STEARATE;;TITANIUM DIOXIDE","DHC09304038762"
"0930403887","諾力腱膜衣錠（食品）","SANMAO KNOWNLYJ AMULTI GLUCOSIN COATED TABLET","1080420","930420","憲懋企業有限公司","04-24220818","台中市北屯區仁和里昌平路二段31巷2之7號","NATURAL GLUCOSAMINE;;NATURAL CHONDROITIN;;COLLAGEN;;CALCIUM CARBONATE;;VITAMIN B12;;VITAMIN D3;;DICALCIUM PHOSPHATE;;STEARIC ACID;;CORN STARCH;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;BEESWAX;;TITANIUM DIOXIDE","DHC09304038875"
"0930404309","伊美維他月見草油膠囊","VIDA-EPO CAPSULES","1080406","930406","盛悅貿易有限公司","07-3500122","高雄市三民區鼎泰里明賢街32號1樓","","DHC09304043096"
"1015011729","美樂家活力組合隨身包-男仕配方 膠囊/錠狀食品","VITALITY 4 ESSENTIALS-NUTRITION FOR MEN","1110328","1010328","美商亞洲美樂家有限公司台灣分公司","02-87875442","台北市松山區八德路四段七六○號三樓","SILICON DIOXIDE;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;HYDROXYPROPYL CELLULOSE;;HYDROXYPROPYL METHYLCELLULOSE;;L-ASPARTIC ACID;;INULIN;;MICROCRYSTALLINE CELLULOSE;;SODIUM CARBOXYMETHYL CELLULOSE;;SILICON DIOXIDE;;STEARIC ACID;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;HYDROXYPROPYL CELLULOSE;;POLYETHYLENE GLYCOL 400;;CORN STARCH;;BETA CAROTENE;;STARCH SODIUM OCTENYL SUCCINATE;;GLUCOSE SYRUP;;SODIUM ASCORBATE;;DL-ALPHA-TOCOPHEROL;;ASCORBIC ACID;;HYDROXYPROPYL METHYLCELLULOSE;;D-ALPHA TOCOPHERYL ACID SUCCINATE;;ETHYL CELLULOSE;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;TOMATO EXTRACT (CONTAIN LYCOPENE);;HYDROXYPROPYL METHYLCELLULOSE;;ASCORBYL PALMITATE;;VITAMIN E (AS D-ALPHA TOCOPHEROL );;OLIVE FRUIT EXTRACT;;CORN SYRUP;;GRAPE SEED EXTRACT;;MICROCRYSTALLINE CELLULOSE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM SULFATE;;POLYETHYLENE GLYCOL 400;;TITANIUM DIOXIDE;;SULFITE AMMONIA CARAMEL;;SODIUM STARCH GLYCOLATE;;HYDROXYPROPYL CELLULOSE;;CROSCARMELLOSE SODIUM;;RIBOFLAVIN COLOR;;BIFIDOBACTERIUM LACTIS;;LACTOBACILLUS ACIDOPHILUS;;FRUCTOOLIGOSACCHARIDES;;CALCIUM PHOSPHATE, DIBASIC;;SILICON DIOXIDE;;CALCIUM STEARATE;;CORN STARCH;;BETA CAROTENE;;STARCH SODIUM OCTENYL SUCCINATE;;GLUCOSE SYRUP;;SODIUM ASCORBATE;;DL-ALPHA-TOCOPHEROL;;ASCORBIC ACID;;HYDROXYPROPYL METHYLCELLULOSE;;CORN STARCH;;SUCROSE;;COCONUT OIL;;SODIUM ASCORBATE;;DL-ALPHA-TOCOPHEROL;;SILICON DIOXIDE;;CHOLECALCIFEROL;;D-ALPHA TOCOPHERYL ACID SUCCINATE;;ETHYL CELLULOSE;;THIAMINE HCL;;HYDROXYPROPYL METHYLCELLULOSE;;RIBOFLAVIN;;NICOTINAMIDE;;PYRIDOXINE HCL;;HYDROXYPROPYL METHYLCELLULOSE;;MALTODEXTRIN;;FOLIC ACID;;CYANOCOBALAMIN;;CALCIUM PHOSPHATE, DIBASIC;;BIOTIN;;CALCIUM PHOSPHATE, DIBASIC;;CALCIUM PANTOTHENATE;;CALCIUM CARBONATE;;CALCIUM CITRATE;;CALCIUM GLUCONATE;;MAGNESIUM OXIDE;;MAGNESIUM SULFATE;;CHROMIUM CHLORIDE;;COPPER SULFATE;;MANGANESE SULFATE;;POTASSIUM IODIDE;;SODIUM SELENITE;;ZINC SULFATE;;L-ASPARTIC ACID;;INULIN;;MICROCRYSTALLINE CELLULOSE;;SODIUM CARBOXYMETHYL CELLULOSE;;SILICON DIOXIDE;;STEARIC ACID;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;HYDROXYPROPYL CELLULOSE;;POLYETHYLENE GLYCOL 400;;TITANIUM DIOXIDE;;ANNATTO;;SULFITE AMMONIA CARAMEL;;CORN STARCH;;SUCROSE;;COCONUT OIL;;SODIUM ASCORBATE;;DL-ALPHA-TOCOPHEROL;;SILICON DIOXIDE;;CHOLECALCIFEROL;;CALCIUM CARBONATE;;CALCIUM GLUCONATE;;MAGNESIUM OXIDE","DHC0A150117293"
"1046002835","富力 E 膠囊食品","HOO E CAPSULES","1090303","1040303","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC0A460028358"
"1046002836","倍力E膠囊食品","TENRUN E CAPSULES","1090303","1040303","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","VITAMIN E (AS D-ALPHA TOCOPHEROL ACETATE);;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC0A460028369"
"1036057846","葆美泰特級凍乾蜂皇乳 (錠)","PROTIDE LYOPHILIZED ROYAL JELLY","1090113","1040113","蓮龍國際股份有限公司","07-9737888","高雄市三民區水源路18號6樓","ROYAL JELLY LYOPHILIZED POWDER;;HYDROXYPROPYL METHYL CELLULOSE;;TITANIUM DIOXIDE;;POLYETHYLENE GLYCOL","DHC0A360578469"
"1036057851","心環膠囊食品","CIRCLE (CAPSULE)","1081202","1031202","英屬維京群島商臻佳股份有限公司","02-87713211","臺北市大安區正聲里忠孝東路4段270號11樓","HYPROMELLOSE;;HAWTHORN;;CHRYSANTHEMUM;;PEACH;;PEPPERMINT","DHC0A360578516"
"1036058129","暢快甘 秋薑黃錠狀食品","HIGH CONCENTRATED TURMERIC EXTRACT","1081125","1031125","欣陽生醫科技股份有限公司","04-23270646","台中市南屯區大業里公益路二段51號8樓","CURCUMA LONGA ROOT;;TURMERIC ROOT EXTRACT;;VEHICLE;;LACTOSE;;CELLULOSE;;SILICON DIOXIDE;;SHELLAC;;CARNAUBA WAX","DHC0A360581294"
"1036058130","大識界 北歐藍莓萃取膠囊食品","BLUEBERRY&MARIGOLD EXTRACT","1081126","1031126","欣陽生醫科技股份有限公司","04-23270646","台中市南屯區大業里公益路二段51號8樓","BLUEBERRY EXTRACT;;MARIGOLD EXTRACT;;RETINOL;;SAFFLOWER SEED OIL;;BEESWAX;;GLYCEROL ESTERS OF FATTY ACIDS;;D-ALPHA-TOCOPHEROL;;GELATIN;;GLYCEROL;;CORN OIL;;CAMELLIA OIL","DHC0A360581300"
"1036058205","紐西蘭卵磷脂膠囊","LECITHIN 1200MG CAPSULES","1081231","1031231","新紐益康生物科技有限公司","02-23621075","台北市羅斯福路3段325號4樓之5","LECITHIN;;GELATIN;;GLYCEROL;;AMMONIA CARAMEL;;PURIFIED WATER","DHC0A360582052"
"1036058206","紐西蘭月見草膠囊","EVENING PRIMROSE OIL 1000MG WITH 10% GLA CAPSULES","1081223","1031223","新紐益康生物科技有限公司","02-23621075","台北市羅斯福路3段325號4樓之5","EVENING PRIMROSE OIL;;VITAMIN E (D-ALPHA TOCOPHEROL);;GELATIN;;GLYCEROL;;PURIFIED WATER;;SOYA OIL","DHC0A360582060"
"1036058210","捷立新海寶軟膠囊食品","HEP-TOP SOFTGELS","1081126","1031126","百德實業有限公司","07-2154686","高雄市前金區文西里中華四路331號3樓之1","DESICCATED LIVER;;CHOLINE BITARTRATE;;BREWERS YEAST;;DL-METHIONINE;;INOSITOL;;BIOTIN;;VITAMIN A;;VITAMIN C;;VITAMIN E;;VITAMIN B1;;VITAMIN B2;;NIACINAMIDE;;VITAMIN B6;;FOLIC ACID;;VITAMIN B12;;CALCIUM PANTOTHENATE;;ZINC SULFATE;;SOYBEAN OIL;;SOYBEAN LECITHIN;;GELATIN;;GLYCERIN;;PURIFIED WATER;;CARAMEL POWDER;;YELLOW BEESWAX","DHC0A360582109"
"1036058313","優質深海魚油軟膠囊","TOP FISH BODY OIL CAPSULE","1081125","1031125","禾揚貿易有限公司","04-24226848","台中市西區大同街217號5樓","FISH OIL;;VITAMIN E;;SOY LECITHIN OIL;;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC0A360583132"
"1036058314","金爍爍軟膠囊","NEWEYESE NUTRIMENT FORMULA CAPSULES","1081217","1031217","禾揚貿易有限公司","04-24226848","台中市西區大同街217號5樓","MARIGOLD FLOWER EXTRACT;;ZEAXANTHIN;;BETA CAROTENE;;EYEBRIGHT EXTRACT;;FRUCTUS LYCII;;CHRYSANTHEMUM EXTRACT;;BILBERRY EXTRACT;;SEMEN CASSIAE TORAE;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;FD & C RED #40;;FD & C BLUE #1;;CORN OIL;;DL-ALPHA-TOCOPHEROL","DHC0A360583143"
"1036058315","高優質蔓越莓軟膠囊","TOP CRANBERRY CONCENTRATE CAPSULE","1081125","1031125","禾揚貿易有限公司","04-24226848","台中市西區大同街217號5樓","RUBUS IDAEUS L POWDER;;ALFALFA;;VITAMIN C;;VITAMIN E;;SOYBEAN OIL;;SOY LECITHIN;;YELLOW BEESWAX;;GELATIN;;GLYCERINE;;PURIFIED WATER;;CRANBERRY CONCENTRATE POWDER;;TOMATO EXTRACT","DHC0A360583154"
"1036058316","複方大豆異黃酮軟膠囊","HOLDBEAUTIFUL ISOFLAVON CAPSULES","1081217","1031217","禾揚貿易有限公司","04-24226848","台中市西區大同街217號5樓","SOY BEAN EXTRACT;;RED CLOVER;;CHASTE BERRY EXTRACT;;DONG QUAI EXTRACT;;ONION EXTRACT;;MELISSA OFFICINALIS EXTRACT;;CHAMOMILE FLOWER EXTRACT;;HOPS POWDER;;EVENING PRIMROSE OIL;;ROYAL JELLY CONCENTRATE;;BEE PROPOLIS EXTRACT;;WILD YAM POWDER;;FERROUS FUMARATE;;CALCIUM CARBONATE;;FLAX SEED OIL;;SOY LECITHIN OIL;;VITAMIN B1;;VITAMIN B6;;BETA CAROTENE;;VITAMIN E;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;YELLOW BEESWAX;;TITANIUM DIOXIDE;;FD & C BLUE #1;;ERYTHROSINE;;BLACKCURRANT OIL;;CORN OIL;;DL-ALPHA-TOCOPHEROL","DHC0A360583165"
"1036066229","白蛋白Ⅱ錠狀食品","ALBUMIN TABLETS","1081217","1031217","生匯貿易有限公司","07-3958388","高雄市三民區大昌二路105號19樓","EGG ALBUMIN;;L-GLUTAMIC ACID;;COLOSTRUM;;ROYAL JELLY;;VITAMIN B1;;VITAMIN B2;;VITAMIN B6;;VITAMIN C;;FOLIC ACID;;VITAMIN B12;;BIOTIN;;DL-ALPHA-TOCOPHERYL ACETATE;;NIACINAMIDE;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;CROSCARMELLOSE SODIUM;;SILICON DIOXIDE;;STEARIC ACID;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;FD & C RED #40;;TITANIUM DIOXIDE","DHC0A360662294"
"1036066287","舒敏錠(食品)","SUPER COMFY TABLETS","1081215","1031215","亞鎂塔企業有限公司","02-27251208","台北市信義路5段5號","L-TRYPTOPHAN;;PASSION FRUIT EXTRACT;;ZIZIPHUS SPINOSA EXTRACT;;NEPETA CATARIA L.;;HOPS EXTRACT;;CHAMOMILE EXTRACT;;CALCIUM CARBONATE;;HYDROXYPROPYL METHYLCELLULOSE;;SILICON DIOXIDE;;TITANIUM DIOXIDE;;MAGNESIUM STEARATE;;FD & C YELLOW #5 ALUMINUM LAKE;;FD & C YELLOW #6 ALUMINUM LAKE","DHC0A360662871"
"1036066288","多馬錠(食品)","THOMAS TABLETS","1081215","1031215","亞鎂塔企業有限公司","02-27251208","台北市信義路5段5號","L-TRYPTOPHAN;;PASSION FRUIT EXTRACT;;ZIZIPHUS SPINOSA EXTRACT;;NEPETA CATARIA L.;;HOPS EXTRACT;;CHAMOMILE EXTRACT;;CALCIUM CARBONATE;;HYDROXYPROPYL METHYLCELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;TITANIUM DIOXIDE;;FD & C YELLOW #6 ALUMINUM LAKE;;FD & C YELLOW #5 ALUMINUM LAKE","DHC0A360662882"
"1036066351","北歐天然-好孕到魚油膠囊食品","PRENATAL DHA","1090129","1040129","視華國際有限公司","02-26597222","台北市中山區長安東路二段31號5樓","MARINE LIPID OIL;;VITAMIN E (D-ALPHA TOCOPHEROL);;CHOLECALCIFEROL;;OLIVE OIL;;GELATIN;;GLYCERIN;;WATER","DHC0A360663515"
"1036066352","北歐天然-好智Q魚油膠囊食品","PROP DHA STRAWBERRY","1090113","1040113","視華國際有限公司","02-26597222","台北市中山區長安東路二段31號5樓","MARINE LIPID;;NATURAL VITAMIN E;;ROSEMARY LEAF EXTRACT;;NATURAL STRAWBERRY FLAVOR;;GELATIN;;GLYCERIN;;WATER;;NATURAL STRAWBERRY FLAVOR","DHC0A360663526"
"1036066500","紐崔萊美顏系列水美錠","TRUVIVITY BY NUTRILITE TRUAQUA SUPPLEMENT","1090203","1040203","安麗日用品股份有限公司","02-25467566","台北巿敦化北路168號11樓","MALTODEXTRIN;;CHEROKEE ROSE EXTRACT;;LYCII FRUCTUS;;ASCORBIC ACID;;GRAPE SEED EXTRACT;;WHEAT EXTRACT;;STEARIC ACID;;CROSS-LINKED SODIUM CARBOXYMETHYL CELLULOSE;;SILICON DIOXIDE;;HYDROXYPROPYLMETHYLCELLULOSE(VEGETABLE)CAPSULE;;POLYDEXTROSE;;TITANIUM DIOXIDE;;CARAMEL COLOR;;CARNAUBA WAX;;MICROCRYSTALLINE CELLULOSE","DHC0A360665000"
"0900065142","永康寧(膠囊食品)","AGEGUARD","1101101","901101","維達有限公司","02-25701900","台北市八德路3段30號3樓","L-LYSINE HYDROCHLORIDE;;L-ARGININE;;HYDROXYPROPYL METHYLCELLULOSE;;SOY PROTEIN POWDER;;L-LEUCINE;;L-ISOLEUCINE;;L-VALINE;;L-GLUTAMATE;;LICORICE POWDER;;WATER;;MAGNESIUM STEARATE;;WATER","DHC09000651420"
"0900065257","一路安魚油膠囊","ELOAN FISH OIL SOFTGELS","1101128","901128","科林頓貿易股份有限公司","05-3705718","嘉義縣朴子市文明路8之16號2樓","FISH BODY OIL;;VITAMIN E;;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC09000652570"
"0900065287","喜嚼（錠狀食品）","C WITH ACEROLA AND ROSE HIPS","1101231","811231","維達有限公司","02-25701900","台北市八德路3段30號3樓","","DHC09000652873"
"0900067833","媚莉達 E 膠囊","VITA - E 400IU CAPSULES","1101130","901130","元寧貿易有限公司","07-6106996","高雄巿左營大路632之1號1樓","D-ALPHA-TOCOPHEROL;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;WATER","DHC09000678332"
