製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JN0813","05 8 2010 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,706盒；8瓶/盒 × 1盒","27068","05 13 2009 12:00AM",""
"疫苗及類毒素類","行政院衛生署疾病管制局","吸著破傷風白喉混合類毒素(成人用)","Td039801","04 26 2011 12:00AM","6劑/3 mL/瓶 × 10瓶/盒","6劑/3 mL/瓶 × 10瓶/盒 × 1,193盒; 3 mL/瓶× 5瓶","71610","05 1 2009 12:00AM",""
"疫苗及類毒素類","行政院衛生署疾病管制局","凍結乾燥卡介苗","BG039802","03 22 2011 12:00AM","30劑/1.5mg/瓶 × 10瓶/盒","30劑/1.5mg/瓶 × 10瓶/盒 × 601盒","180300","04 8 2009 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","＂基立福＂乾燥抗血友病第八因子注射劑250國際單位","D1AA8ACAD1","10 15 2010 12:00AM","240 IU/瓶/盒","240 IU/瓶/盒 × 2,680盒","2680","03 18 2009 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA08E222AA","11 23 2010 12:00AM","50 mL/瓶","50 mL/瓶 × 16,849瓶","16849","03 4 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NCR01","12 7 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 20,357盒","20357","02 20 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N0312, 1434X/0663515","10 5 2010 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 11,269盒","112690","03 5 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26N9291","03 19 2010 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 1,188盒","1188","02 27 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26NC4V1","03 28 2011 12:00AM","0.5 mL/支/盒","0.5 mL/支/盒 × 800盒","800","03 4 2009 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂施多特注射液","A144068","06 30 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 500盒","500","03 2 2009 12:00AM",""
"血液製劑類","禾利行股份有限公司","立保B型肝炎抗體注射液","A283128","05 31 2010 12:00AM","10 mL/瓶/盒","10 mL/瓶/盒 × 2,172盒","2172","03 10 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB328AC, AHAVB328A","08 30 2011 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 31,580盒","31580","03 9 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","美瑞克","AVARB177AA, AVARB177A","11 30 2010 12:00AM","0.5 mL/1劑/瓶 × 100瓶/盒","0.5 mL/1劑/瓶 × 100瓶/盒 × 48盒; 40瓶/盒 × 1盒","4840","03 12 2009 12:00AM",""
"血液製劑類","吉帝藥品股份有限公司","兔抗胸腺細胞免疫球蛋白","C8040H04, C8040","04 30 2010 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 1,695盒","1695","02 26 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","嬰護寧","AC14B082AH, AC14B082A","11 30 2010 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 9,700盒","9700","04 14 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVB710AH, AHBVB710A","07 31 2011 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 2,949盒; 8瓶/盒 × 1盒","73733","03 27 2009 12:00AM",""
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2419 C3","09 30 2011 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 4,696盒","4696","03 24 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑20%","26NCT51","12 28 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 21,545盒","21545","03 10 2009 12:00AM",""
"其他生物藥品類","國光生物科技股份有限公司","精製結核菌素 RT23SSI","1544C","10 31 2011 12:00AM","15 劑/1.5 mL/瓶 × 10 瓶/盒","15 劑/1.5 mL/瓶 × 10 瓶 × 860盒","129000","05 21 2009 12:00AM",""
"疫苗及類毒素類","行政院衛生署疾病管制局","明礬沉澱破傷風類毒素","TX039801","05 24 2011 12:00AM","6劑/3 mL/瓶 × 10瓶/盒","6劑/3 mL/瓶 × 10瓶/盒 × 1,179盒；3mL/瓶 × 2瓶","70752","05 27 2009 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂白喉、百日咳、破傷風混合疫苗","D5356-1, D5356","05 31 2011 12:00AM","1劑/0.5 mL/瓶 × 20瓶/盒 × 10盒/中盒","1劑/0.5 mL/瓶 × 20瓶/盒 × 10盒/中盒 × 475中盒；20瓶/盒 × 6盒","95120","04 17 2009 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑","VND2H100","07 31 2010 12:00AM","1 mL/支 × 2支/組/盒","1 mL/支 × 2支/組/盒 × 1,124盒","1124","04 6 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","嬰護寧六合一疫苗","A21CA534A, A21LA534A/A21FA534A","01 31 2011 12:00AM","1劑/盒","1劑/盒 × 89,390盒","89390","05 15 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26N9R01","12 11 2010 12:00AM","1 mL/支/盒","1 mL/支/盒 × 2,965盒","2965","03 25 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26N9291","03 19 2010 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 488盒","488","04 2 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","破傷風預防注射劑 250 Units","26NC5P1","06 23 2011 12:00AM","250 U/支/盒","250 U/支/盒 × 80盒","80","04 2 2009 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA08E250AA","12 29 2010 12:00AM","50 mL/瓶","50 mL/瓶 × 17,143瓶","17143","04 3 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","嬰護寧六合一疫苗","A21CA534A, A21LA534A/A21FA534A","01 31 2011 12:00AM","1劑/盒","1劑/盒 × 69,820盒","69820","05 22 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB310CA, AHAVB310C","07 31 2011 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 5,010盒","5010","04 27 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB310CA, AHAVB310C","07 31 2011 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 5,155盒","5155","04 27 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","賀百克B型流行感冒嗜血桿菌疫苗","A72CA534A, A72FA534A/AHIBC005G","02 28 2011 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 8,770盒","8770","04 22 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVB693AD, AHBVB693A","04 30 2011 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 2,153盒; 8瓶/盒 × 1盒","53833","04 22 2009 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","D1NE8BA001","12 4 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,070盒","9070","04 9 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂貝靈＂血清蛋白注射液20%","70744411A","10 31 2013 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 19,976盒","19976","04 2 2009 12:00AM",""
"其他生物藥品類","海喬國際股份有限公司","麗舒妥注射劑500單位","688D, 688","08 31 2010 12:00AM","500 units/瓶/盒","500 units/瓶/盒 × 2,118盒","2118","03 26 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","輪達停口服活性五價輪狀病毒疫苗","0211Y/0663907","12 3 2010 12:00AM","1劑/2 mL/軟管/盒","1劑/2 mL/軟管/盒 × 14,258盒","14258","04 17 2009 12:00AM","因封緘數量短少1盒，AL122759作廢"
"血液製劑類","吉帝藥品股份有限公司","兔抗胸腺細胞免疫球蛋白","C8044H05, C8044","05 31 2010 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 1,395盒","1395","04 15 2009 12:00AM",""
"血液製劑類","吉帝藥品股份有限公司","兔抗胸腺細胞免疫球蛋白","C8046H09, C8046","05 31 2010 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 295盒","295","04 15 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","K6546, 0761X/0662597","05 16 2010 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 1,249盒","12490","04 17 2009 12:00AM",""
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2419 C3","09 30 2011 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 5,150盒","5150","04 17 2009 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）","C3194AC, C3194A","06 30 2011 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 100,060盒","100060","06 30 2009 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09E001AA","01 7 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 16,996瓶","16996","04 17 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂（20％）人血清白蛋白注射劑","3470500295","10 20 2010 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 24,432盒","24432","05 19 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂ 人類免疫球蛋白靜脈注射劑","3740500542","10 18 2010 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 20,146盒","20146","05 20 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第八凝血因子注射劑","3300850398","11 20 2011 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 2,252盒","2252","05 20 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第九凝血因子注射劑","3250920167","10 30 2010 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,388盒","1388","05 19 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第八凝血因子注射劑","3300850393","11 20 2011 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 4,862盒","4862","05 20 2009 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第九凝血因子注射劑","3250920168","10 30 2010 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,522盒","1522","05 19 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂默克＂基因重組B型肝炎疫苗","N0939, 1262X/0662115","04 6 2011 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1 mL/瓶 × 10瓶/盒 × 351盒; 8瓶/盒 × 1盒","3518","05 5 2009 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑","35997, C68994B","03 10 2011 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 33,066盒","33066","05 7 2009 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09E014AA","01 28 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 12,996瓶","12996","04 30 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0905","03 30 2012 12:00AM","2 劑/1 mL/瓶 × 10 瓶/盒","2 劑/1 mL/瓶 × 10 瓶/盒 × 2,141 盒；6 瓶/盒 × 1盒","42832","06 9 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0904","03 30 2012 12:00AM","2 劑/1 mL/瓶 × 10 瓶/盒","2 劑/1 mL/瓶 × 10 瓶/盒 × 2,218 盒；3 瓶/盒 × 1 盒","44366","06 24 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0903","03 30 2012 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,195盒；2瓶/盒 × 1盒","43904","06 9 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0902","03 30 2012 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,209盒；7瓶/盒 × 1盒","44194","06 9 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0901","03 30 2012 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,223盒；9瓶/盒 × 1盒","44478","06 24 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0810","03 30 2012 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,217盒；3瓶/盒 × 1盒","44346","06 9 2009 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TT0906","03 30 2012 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 1,321盒; 9瓶/盒 × 1盒","13219","06 9 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18 型)基因重組疫苗〕","NK17650, 1177X","09 4 2011 12:00AM","1 劑/0.5 mL/支 × 10 支/盒","1 劑/0.5 mL/支 × 10 支/盒 × 3,911盒","39110","05 26 2009 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑","VND2J007","10 31 2010 12:00AM","2 mL/支 × 2支/組/盒","2 mL/支 × 2支/組/盒 × 484盒","484","07 9 2009 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","50566911A","12 31 2011 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 500盒","500","05 4 2009 12:00AM","緊急放行"
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","50566911A","12 31 2011 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 1,471盒","1471","05 12 2009 12:00AM",""
"疫苗及類毒素類","行政院衛生署疾病管制局","明礬沉澱破傷風類毒素","TX209801","06 7 2011 12:00AM","40劑/20 mL/瓶 × 10瓶/盒","40劑/20 mL/瓶 × 10瓶/盒 × 1,347盒；20 mL/瓶 × 8瓶","539120","06 15 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N0936, 1666X/0663879","03 17 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,022盒","10220","05 20 2009 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N0312, 1434X/0663515","10 5 2010 12:00AM","1 劑/瓶 × 10瓶/盒","1 劑/瓶 × 10瓶/盒 × 72 盒","720","05 11 2009 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂愛默＂人體血清白蛋白25%注射液","J971211","11 13 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 16,888盒","16888","05 5 2009 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2J001A","12 31 2010 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 2,120盒","2120","05 12 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","羅特律輪狀病毒疫苗","A41CA848A, A41FA848A/AROTA175B","02 28 2011 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 85,320盒","85320","06 6 2009 12:00AM",""
"疫苗及類毒素類","行政院衛生署疾病管制局","明礬沉澱破傷風類毒素","TX039802","06 14 2011 12:00AM","6劑/3 mL/瓶 × 10瓶/盒","6劑/3 mL/瓶 × 10瓶/盒 × 1,236盒；3 mL/瓶 × 4瓶","74184","07 14 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NG141","03 11 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 14,960盒","14960","05 18 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","美瑞克","AVARB202AA, AVARB202A","02 28 2011 12:00AM","1劑/瓶 × 100瓶/盒","1劑/瓶 × 100瓶/盒 ×1,006盒 ; 40瓶/盒 ×1盒","100640","05 27 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","美瑞克","AVARB194AA, AVARB194A","01 31 2011 12:00AM","1劑/0.5 mL/瓶 × 100瓶/盒","1劑/0.5 mL/瓶 × 100瓶/盒 × 70盒；40瓶/盒 × 1盒","7040","05 27 2009 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","派立克","AMJRB728AA, AMJRB728A","02 28 2011 12:00AM","1 劑/0.5 mL/瓶 × 100 瓶/盒","1 劑/0.5 mL/瓶 × 100 瓶/盒 × 1,000 盒 ; 40 瓶/盒 × 1 盒","100040","05 27 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26NCWV1","11 18 2011 12:00AM","0.5 mL/支/盒","0.5 mL/支/盒 × 4,800盒","4800","06 8 2009 12:00AM",""
"血液製劑類","天行貿易股份有限公司","抗RH因子球蛋白注射液","26NCH21","08 13 2011 12:00AM","1500 IU/支/盒","1500 IU/支/盒 × 580盒","580","05 15 2009 12:00AM",""
"其他生物藥品類","海喬國際股份有限公司","麗舒妥注射劑500單位","696N","09 30 2010 12:00AM","500 units/瓶/盒","500 units/瓶/盒 × 1,968盒","1968","05 26 2009 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂血清蛋白注射液20%","73644411A","01 31 2014 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 29,996盒","29996","05 20 2009 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑","35999, C43310B","01 10 2011 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 61,207盒","61207","07 9 2009 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","＂基立福＂乾燥抗血友病第八因子注射劑250國際單位","B2AA900011","02 2 2011 12:00AM","240 IU/瓶/盒","240 IU/瓶/盒 × 1,972盒","1972","07 1 2009 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7164-2, J7164","06 30 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,794盒；5支/盒 × 1盒","95885","09 27 2012 12:00AM","損壞3張：AH353093、AH354336、AH355543"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1210","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,108盒 ; 11支/盒 × 1盒","102171","10 2 2012 12:00AM","AH618509,AH618313兩張毀損,補發AG999997,AG999998兩張."
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","A8466911G","01 31 2015 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 1,121盒","1121","10 3 2012 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂施多特注射液","B144062","04 30 2015 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 2004盒","2004","10 8 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1212","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,923盒；19支/盒 × 1盒","98479","10 5 2012 12:00AM",""
