主類別,次類別,名稱,附檔說明
"農藥","殺蟎劑","亞醌蟎（Acequinocyl）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131281-04 亞醌螨.doc"
"農藥","殺菌劑","本達樂(Benalaxyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131283-47.本達樂民眾版修101.doc"
"農藥","殺蟲劑","歐殺松（Acephate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131270-34.歐殺松民眾版修101.doc"
"農藥","殺蟲劑","甲基巴拉松(Methyl parathion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131271-35.甲基巴拉松普及版.doc"
"農藥","殺蟲劑","大利松（Diazinon）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131272-36.大利松民眾版101.doc"
"農藥","殺蟎劑","新殺蟎（Bromopropylate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131273-更新61新殺蟎（Bromopropylate）民眾版.doc"
"農藥","殺蟲劑","芬化利(Fenvalerate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131275-更新78.芬化利(Fenvalerate)民眾版.doc"
"農藥","殺蟲劑","芬殺松 (Fenthion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131276-40.芬殺松民眾版修.doc"
"農藥","殺蟲劑","因滅汀(Emamectin benzoate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131263-27.Emamectin benzoate 因滅汀民眾101.doc"
"農藥","殺蟲劑","百利普芬(Pyriproxyfen)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131264-28.Pyriproxyfen 百利普芬民眾101.doc"
"農藥","殺蟲劑","陶斯松(Chlorpyriphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131265-更新64.陶斯松(Chlorpyriphos)民眾版.doc"
"農藥","殺菌劑","貝芬替(Carbendazim)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131267-更新63.貝芬替(Carbendazim)民眾版.doc"
"農藥","殺蟲劑","賽扶寧(Cyfluthrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131268-更新67.賽扶寧(Cyfluthrin)民眾版.doc"
"農藥","殺蟲劑","賽洛寧(Cyhalothrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131269-更新68.賽洛寧（Cyhalothrin）民眾版.doc"
"農藥","殺蟎劑","三亞螨(Amitraz)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131257-22.Amitraz民眾版101.doc"
"農藥","殺菌劑","三氟敏 ( Trifloxystrobin )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131258-23.三氟敏民眾版101.doc"
"農藥","殺蟲劑","可尼丁(Clothianidin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131259-更新65.可尼丁(Clothianidin)民眾版.doc"
"農藥","殺蟲劑","安丹(Propoxur)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131260-25.Propoxur 安丹民眾版.doc"
"農藥","殺草劑","丁基拉草(Butachlor)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131261-26.丁基拉草民眾版101.doc"
"農藥","殺草劑","丁基賽伏草（Cyhalofop-buty）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131262-19 丁基賽伏草.doc"
"農藥","殺蟲劑","安殺番(Endosulfan)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131222-43.安殺番專業.doc"
"農藥","殺蟲劑","克凡派(Chlorfenapyr)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131223-44.克凡派專業.doc"
"農藥","殺蟎劑","亞醌蟎（Acequinocyl）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131224-45.Acequinocyl專業.doc"
"農藥","殺菌劑","本達樂(Benalaxyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131226-47.本達樂專業101.doc"
"農藥","燻蒸劑","好達勝（Aluminium phosphide）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131227-48.好達勝專業.doc"
"農藥","殺菌劑","白克列(Boscalid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131228-更新60.白克列(Boscalid)專業版.doc"
"農藥","殺蟲劑","甲基巴拉松(Methyl parathion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131214-35.甲基巴拉松專業版.doc"
"農藥","殺蟲劑","大利松（Diazinon）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131215-36.大利松專家版101.doc"
"農藥","殺蟎劑","新殺蟎（Bromopropylate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131216-更新61新殺蟎（Bromopropylate）專業版.doc"
"農藥","殺蟲劑","亞滅培(Acetamiprid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131217-更新57.亞滅培(Acetamiprid)專業版.doc"
"農藥","殺蟲劑","芬殺松 (Fenthion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131219-40.芬殺松專業.doc"
"農藥","生長調節劑","艾維激素（Aminoethoxyvinylglycine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131221-42.艾維激專業.doc"
"農藥","殺蟲劑","百利普芬(Pyriproxyfen)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131207-28.Pyriproxyfen 百利普芬專業版101.doc"
"農藥","殺蟲劑","陶斯松(Chlorpyriphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131208-更新64.陶斯松(Chlorpyriphos)專業版.doc"
"農藥","殺蟲劑","畢芬寧(Bifenthrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131209-更新59畢芬寧(Bifenthrin)專業版.doc"
"農藥","殺菌劑","貝芬替(Carbendazim)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131210-更新63.貝芬替(Carbendazim)專業版.doc"
"農藥","殺蟲劑","賽洛寧（Cyhalothrin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131212-更新68.賽洛寧（Cyhalothrin）專業版.doc"
"農藥","殺蟲劑","歐殺松(Acephate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131213-34.歐殺松專業版修101.doc"
"農藥","殺蟎劑","三亞螨(Amitraz)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131201-22.AMITRAZ專業101.doc"
"農藥","殺菌劑","三氟敏 ( Trifloxystrobin )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131202-23.三氟敏專業101.doc"
"農藥","殺蟲劑","可尼丁(Clothianidin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131203-更新65.可尼丁(Clothianidin)專業版.doc"
"農藥","殺蟲劑","安丹(Propoxur)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131204-25.Propoxur 安丹專業.doc"
"農藥","殺草劑","丁基拉草(Butachlor)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131205-26.丁基拉草101.doc"
"農藥","殺蟲劑","因滅汀(Emamectin benzoate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131206-27.Emamectin benzoate 因滅汀專家101.doc"
"農藥","殺蟲劑","加護松 ( Propaphos )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104234-Propaphos 加護松 民眾版R.doc"
"農藥","殺蟲劑","加護松 ( Propaphos )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104235-Propaphos 加護松 專業版R.doc"
"農藥","殺蟎劑","飛克松 (Prothoate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104238-Prothoate 飛克松 民眾版R.doc"
"農藥","殺蟎劑","飛克松 (Prothoate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104239-Prothoate 飛克松 專業版R.doc"
"農藥","除草劑","派芬草 (Pyraflufen-ethyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104240-pyraflufen-ethyl 派芬草 民眾版R.doc"
"農藥","除草劑","派芬草 (Pyraflufen-ethyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104241-pyraflufen-ethyl 派芬草 專業版R.doc"
"農藥","殺菌劑","酚丁滅蝨成分之ㄧ（Phenothrin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104225-酚丁滅蝨成分之ㄧR.doc"
"農藥","殺蟲劑","巴賽松（Phoxim）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104226-巴賽松-民眾版R.doc"
"農藥","殺蟲劑","巴賽松（Phoxim）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104227-巴賽松R.doc"
"農藥","殺菌劑","撲殺熱（Probenazole）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104228-撲殺熱民眾版R.doc"
"農藥","殺菌劑","撲殺熱（Probenazole）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104229-撲殺熱R.doc"
"農藥","生長調節劑","Prohexadione calcium","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104230-更新92.Prohexadione calcium民眾版.doc"
"農藥","殺蟲劑","滅多松（Oxydemeton methyl）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104219-滅多松 (Oxydemeton methyl)-專業版100.doc"
"農藥","生長調節劑","巴克素 (Paclobutrazol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104220-巴克素 (Paclobutrazol)-民眾版R.doc"
"農藥","生長調節劑","巴克素 (Paclobutrazol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104221-巴克素 (Paclobutrazol)-專業版R.doc"
"農藥","殺草劑","平速爛（Penoxsulam）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104222-平速爛民眾版R.doc"
"農藥","殺草劑","平速爛（Penoxsulam）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104223-平速爛R.doc"
"農藥","殺菌劑","酚丁滅蝨成分之ㄧ（Phenothrin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104224-酚丁滅蝨成分之ㄧ民眾版R.doc"
"農藥","殺菌劑","快得寧（Oxine-copper）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104203-快得寧民眾版100.doc"
"農藥","殺菌劑","快得寧（Oxine-copper）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104204-快得寧（Oxine-copper）.doc"
"農藥","殺蟲劑","賜諾特 (Spinetoram)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104205-更新99.賜諾特 ( Spinetoram )民眾版.doc"
"農藥","殺菌劑","嘉保信 (Oxycarboxin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104216-嘉保信 (Oxycarboxin) 民眾版100.doc"
"農藥","殺菌劑","嘉保信 (Oxycarboxin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104217-嘉保信 (Oxycarboxin) 專業版100.doc"
"農藥","殺蟲劑","滅多松（Oxydemeton methyl）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104218-滅多松 (Oxydemeton methyl)-民眾版100.doc"
"農藥","殺蟲劑","美氟綜（Metaflumizone）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104196-美氟綜民眾版R.doc"
"農藥","殺蟲劑","美氟綜（Metaflumizone）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104197-美氟綜專業版R.doc"
"農藥","殺菌劑","毆殺斯 (Oxadixyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104198-Oxadixyl 毆殺斯 -民眾版R.doc"
"農藥","殺菌劑","毆殺斯 (Oxadixyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104199-Oxadixyl 毆殺斯 - 專業版R.doc"
"農藥","生長調節劑","歐硫素(Oxine sulfate chinosol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104200-Oxine sulfate chinosol 民眾版100.doc"
"農藥","生長調節劑","歐硫素(Oxine sulfate chinosol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104201-Oxine sulfate chinosol 歐硫素 專業版100.doc"
"農藥","殺草劑","固殺草 (Glufosinate-ammonium)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104184-Glufosinate-ammonium 固殺草 - 專業版R.doc"
"農藥","殺菌劑","依滅列（Imazalil）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104188-依滅列民眾版R.doc"
"農藥","殺菌劑","依滅列（Imazalil）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104189-依滅列專業版R.doc"
"農藥","殺草劑","依速隆（Imazosulfuron）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104190-依速隆民眾版R.doc"
"農藥","殺草劑","依速隆（Imazosulfuron）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104191-依速隆專業版R.doc"
"農藥","殺草劑","理有龍（Linuron）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104192-更新85.理有龍（Linuron）民眾版.doc"
"農藥","殺菌劑","富米粽 (Ferimzone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104172-富米粽.doc"
"農藥","殺草劑","氟氯比 (Fluroxypyr-meptyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104179-Fluroxypyr 氟氯比 - 民眾版R.doc"
"農藥","殺草劑","氟氯比 (Fluroxypyr-meptyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104180-Fluroxypyr 氟氯比 - 專業版R.doc"
"農藥","殺菌劑","氟硫滅 (Flusulfamide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104181-Flusulfamide 氟硫滅 - 民眾版R.doc"
"農藥","殺菌劑","氟硫滅 (Flusulfamide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104182-Flusulfamide 氟硫滅 - 專業版R.doc"
"農藥","殺草劑","固殺草 (Glufosinate-ammonium)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104183-Glufosinate-ammonium 固殺草 - 民眾版R.doc"
"農藥","殺蟎劑","芬佈賜（Fenbutatin-oxide","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104165-芬佈賜 (Fenbutatin-oxide)-專業版R.doc"
"農藥","殺蟎劑","芬硫克（Fenothiocarb）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104166-芬硫克 (Fenothiocarb)-民眾版R.doc"
"農藥","殺蟎劑","芬硫克（Fenothiocarb）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104167-芬硫克 (Fenothiocarb)-專業版R.doc"
"農藥","殺蟲劑","芬諾克（Fenoxycarb）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104169-芬諾克 (Fenoxycarb)-民眾版R.doc"
"農藥","殺蟲劑","芬諾克（Fenoxycarb）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104170-芬諾克 (Fenoxycarb)-專業版R.doc"
"農藥","殺菌劑","富米粽 (Ferimzone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104171-富米粽民眾版.doc"
"農藥","殺菌劑","座賽胺 (Zoxamide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104140-座賽胺Zoxamide專業版R.doc"
"農藥","殺蟲劑","可芬諾 ( Chromafenozide )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104147-Chromafenozide 可芬諾 民眾版R.doc"
"農藥","殺蟲劑","可芬諾 ( Chromafenozide )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104148-Chromafenozide 可芬諾 專業版R.doc"
"農藥","殺菌劑","達滅淨（Diclomezine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104162-達滅淨民眾版R.doc"
"農藥","殺菌劑","達滅淨（Diclomezine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104163-達滅淨R.doc"
"農藥","殺蟎劑","芬佈賜（Fenbutatin-oxide","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104164-芬佈賜 (Fenbutatin-oxide)-民眾版R.doc"
"農藥","殺菌劑","滅達樂(Metalaxyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102781-Metalaxyl 滅達樂-民眾版r.doc"
"農藥","殺菌劑","滅芬農 (Metrafenone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102783-Metrafenone 滅芬農 民眾版r.doc"
"農藥","殺菌劑","滅芬農 (Metrafenone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102784-Metrafenone 滅芬農 專業版r.doc"
"農藥","殺菌劑","護汰寧 (Fludioxonil)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104060-護汰寧民眾版修100.doc"
"農藥","殺菌劑","護汰寧 (Fludioxonil)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104061-護汰寧修100.doc"
"農藥","殺菌劑","座賽胺 (Zoxamide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/104139-座賽胺Zoxamide民眾版R.doc"
"農藥","殺草劑","鈉得爛 (Naptalam)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102504-Naptalam 鈉得爛-專業版r.doc"
"農藥","殺菌劑","安美速 ( Amisulbrom )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102772-Amisulbrom 安美速 民眾版r.doc"
"農藥","殺菌劑","安美速 ( Amisulbrom )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102773-Amisulbrom 安美速 專業版r.doc"
"農藥","殺菌劑","依瑞莫（Ethirimol）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102776-依瑞莫民眾版100.doc"
"農藥","殺菌劑","依瑞莫（Ethirimol）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102779-依瑞莫r.doc"
"農藥","殺菌劑","滅達樂(Metalaxyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102780-Metalaxyl 滅達樂-專業版r.doc"
"農藥","殺蟲劑","滅芬諾 (Methoxyfenozide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102498-更新87.滅芬諾 (Methoxyfenozide)民眾版.doc"
"農藥","燻蒸劑","溴化甲烷(Methyl bromide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102499-Methyl bromide 溴化甲烷 民眾版r.doc"
"農藥","燻蒸劑","溴化甲烷(Methyl bromide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102500-Methyl bromide 溴化甲烷 專業版r.doc"
"農藥","殺草劑","稻得壯(Molinate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102501-Molinate 稻得壯 專業版r.doc"
"農藥","殺草劑","稻得壯(Molinate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102502-Molinate 稻得壯 民眾版r.doc"
"農藥","殺草劑","鈉得爛 (Naptalam)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102503-Naptalam 鈉得爛-民眾版r.doc"
"農藥","殺草劑","拔敵草( Butylate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102489-Butylate 拔敵草 專業版r.doc"
"農藥","殺草劑","拔敵草( Butylate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102490-Butylate 拔敵草 民眾版 (誌成).doc"
"農藥","除草劑","剋草同(Clethodim）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102493-剋草同r.doc"
"農藥","除草劑","剋草同(Clethodim）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102494-剋草同民眾版.doc"
"農藥","殺蟲劑","美賜平(Methoprene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102495-Methoprene 美賜平 民眾版r.doc"
"農藥","殺蟲劑","美賜平(Methoprene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102496-Methoprene 美賜平 專業版r.doc"
"農藥","殺蟲劑","除蟲菊精（Pyrethrins）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81767-05 除蟲菊精.doc"
"農藥","殺蟲劑","得芬諾(Tebufenozide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81768-06 得芬諾.doc"
"農藥","殺蟲劑","得福隆（Terflubenzuron）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81769-07 得福隆.doc"
"農藥","殺蟎劑","克氯蟎(Chloropropylate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/98182-70.克氯蟎 (Chloropropylate)民眾版.doc"
"農藥","殺蟲劑","免速達( Bensultap )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102484-Bensultap 兔速達 專業版r.doc"
"農藥","殺蟲劑","免速達( Bensultap )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/102487-Bensultap 免速達 民眾版100.doc"
"農藥","殺蟎劑","愛殺松(Ethion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81755-07 愛殺松.doc"
"農藥","殺蟎劑","合賽多( Hexythiazox )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81757-09 合賽多.doc"
"農藥","殺草劑","三地芬（Tridiphane）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81763-08 三地芬.doc"
"農藥","殺草劑","草滅淨（Simazine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81764-09 草滅淨.doc"
"農藥","殺草劑","得殺草（Tepraloxydim）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81765-10 得殺草.doc"
"農藥","殺菌劑","三賽唑（Tricyclazole）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81766-06 三賽唑.doc"
"農藥","殺蟲劑","歐滅松（Omethoate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81737-48歐滅松.doc"
"農藥","殺蟲劑","賽達松(Phenthoate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81738-49賽達松.doc"
"農藥","殺蟲劑","普滅克(Promecarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81739-50普滅克.doc"
"農藥","殺蟲劑","硫滅松(Thiometon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81740-51硫滅松.doc"
"農藥","殺蟲劑","滅克蝨(XMC)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81741-52滅克蝨.doc"
"農藥","殺蟎劑","大克蟎(Dicofol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81754-06 大克滿.doc"
"農藥","殺蟲劑","滅加松(Mercarbam)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81731-42滅加松.doc"
"農藥","殺蟲劑","滅大松(Methidathion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81732-43滅大松.doc"
"農藥","殺蟲劑","滅賜克(Methiocarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81733-44滅賜克.doc"
