查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1046078405","優倍多女性綜合維他命軟膠囊魚油配方","YouBest Multi-Vita for Women Soft Capsules Fish Oil Formula","1100312","1050312","杏輝藥品工業股份有限公司","03-9581101","宜蘭縣冬山鄉中山村中山路84號","維生素A棕櫚酸鹽 (維生素A棕櫚酸鹽、花生油、dl-α生育醇);;硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明（維生素B12）;;維生素C;;維生素D3(中鏈三酸甘油酯、維生素D3、dl-α生育醇);;乙酸DL-ALPHA-生育醇酯;;維生素K1;;菸鹼醯胺;;葉酸;;生物素;;本多酸鈣;;磷酸氫鈣;;丁烯二酸亞鐵;;葡萄糖酸銅;;葡萄糖酸錳;;葡萄糖酸鋅;;氧化鎂;;啤酒酵母;;魚油;;大豆油;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色四十號;;食用黃色五號;;食用藍色一號"
"1046079605","寶恤源緩釋膜衣錠","Pao-Shiue Yuan Sustained Release Tablet","1100220","1050220","藥合生技股份有限公司","04-22595110","台中市西屯區朝馬七街40號1樓","葉酸;;焦磷酸鐵;;氰鈷胺明（維生素B12）;;微晶纖維素;;羥丙基甲基纖維素;;羥丙基纖維素;;硬脂酸鎂;;二氧化矽;;滑石粉;;二氧化鈦;;聚乙二醇（聚乙二醇、二丁基羥基甲苯）;;食用紅色六號"
"1046083896","西西美片","Cicimei Tablets","1100309","1050309","瑞士藥廠股份有限公司","06-2360817","台南市新市區中山路182號","硬脂酸鎂;;橘子香料粉（乳糖、二氧化矽、香料）;;蔗糖;;抗壞血酸;;糖精鈉鹽;;二氧化矽;;環己基（代）磺醯胺酸鈉;;食用黃色四號;;抗壞血酸鈉"
"1050038290","優營養維生素膜衣錠","","1101201","1051201","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;肌醇;;氧化鎂;;菸鹼醯胺;;葡萄糖酸鋅;;碳酸鈣;;蘋果纖維;;丁烯二酸亞鐵;;生物素;;本多酸鈣;;乳鐵蛋白;;β-胡蘿蔔素 1% (β-胡蘿蔔素、麥芽糊精、蔗糖、生育醇、阿拉伯膠、中鏈三酸甘油酯、二氧化矽、抗壞血酸鈉);;葉酸;;硫酸錳;;碘化鉀;;葡萄糖酸銅;;寇氏隱甲藻萃取物;;高山被孢黴發酵產物;;大豆卵磷脂(含磷脂膽鹼);;維生素A醋酸鹽(麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽、生育醇);;維生素D3(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、維生素D3);;酵母鉻;;維生素C;;維生素B1;;維生素B2;;維生素E(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;檸檬酸鈣;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用黃色五號;;二氧化矽;;硬脂酸鎂"
"1050038291","L-綜合維生素膜衣錠","","1101201","1051201","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;肌醇;;氧化鎂;;菸鹼醯胺;;葡萄糖酸鋅;;碳酸鈣;;蘋果纖維;;丁烯二酸亞鐵;;生物素;;本多酸鈣;;乳鐵蛋白;;β-胡蘿蔔素 1% (β-胡蘿蔔素、麥芽糊精、蔗糖、生育醇、阿拉伯膠、中鏈三酸甘油酯、二氧化矽、抗壞血酸鈉);;葉酸;;硫酸錳;;碘化鉀;;葡萄糖酸銅;;寇氏隱甲藻萃取物;;高山被孢黴發酵產物;;大豆卵磷脂(含磷脂膽鹼);;維生素A醋酸鹽(麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽、生育醇);;維生素D3(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、維生素D3);;酵母鉻;;維生素C;;維生素B1;;維生素B2;;維生素E(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;檸檬酸鈣;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用黃色五號;;二氧化矽;;硬脂酸鎂"
"1066008810","活力肝精PLUS+B膜衣錠","","1110522","1060522","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","二氧化鈦;;滑石粉;;食用紅色六號;;食用黃色四號;;食用藍色一號;;微結晶狀α-纖維素;;牛肝冷凍乾燥粉末;;維生素B1;;維生素B2;;維生素B6;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;肌醇;;葡萄糖酸鋅;;朝鮮薊粉末;;薑黃萃取物;;硬脂酸鎂;;二氧化矽;;聚乙烯吡咯烷酮;;高防潮水性膜衣（聚乙烯醇、滑石粉、二氧化鈦、卵磷脂、玉米糖膠）;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;珍珠光澤水性膜衣（聚乙烯醇、滑石粉、聚乙二醇、矽酸鋁鉀珠光色素、聚山梨醇酐脂肪酸酯八十）;;丙二醇"
"1066008830","偉寶百達 膠囊食品","Weibaoptal Capsule","1110614","1060614","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","磷酸氫鈣;;白芍萃取物;;大豆卵磷脂;;L-抗壞血酸（維生素C）;;本多酸鈣;;重酒石酸膽鹼;;乙酸DL-ALPHA-生育醇酯 （維生素E）;;肌醇;;豬血紅素;;月見草油（含γ-次亞麻油酸）;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;鹽酸L-二胺基己酸;;柑橘生物類黃酮;;菸鹼醯胺;;硫酸亞鐵;;氧化鋅;;氧化鎂;;維生素A油溶液【維生素A棕櫚酸鹽、生育醇(維生素E)、花生油】;;膽鈣化醇(維生素D3) 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、膽鈣化醇);;葡萄糖酸銅;;葡萄糖酸錳;;葉酸;;碘化鉀;;生物素;;氰鈷胺明（維生素B12）;;大豆油;;明膠;;甘油;;純水;;食用紅色六號;;食用黃色四號;;食用藍色一號;;二氧化鈦"
"1066009387","外銷專用銀寶善存女性綜合維他命","Centrum Silver For Women","1110501","1060501","輝瑞生技股份有限公司","02-28097979","新北市淡水區中正東路二段177號","葉黃素 5% (明膠、蔗糖、玉米澱粉、葉黃素、磷酸鈣、生育醇、抗壞血酸鈉、抗壞血酸棕櫚酸酯、水);;硝酸硫胺明(維生素B1，硝酸噻胺);;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) 1% (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、氰鈷胺明);;生物素 1%【磷酸氫鈣(無水）、生物素】;;葉酸;;碘化鉀;;乙酸dl-α-生育醇酯(維生素E) 50%（乙酸dl-α-生育醇酯、辛烯基丁二酸鈉澱粉、二氧化矽）;;本多酸鈣;;抗壞血酸(維生素C)97%(抗壞血酸、羥丙基甲基纖維素);;膽鈣化醇(維生素D3) 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、膽鈣化醇);;菸鹼醯胺;;碳酸鈣 95%(碳酸鈣、麥芽糊精);;磷酸氫鈣(無水);;氧化鎂;;丁烯二酸亞鐵;;硫酸錳;;硫酸銅;;氧化鋅;;三氯化鉻;;鉬酸鈉;;硒酸鈉;;微結晶狀纖維素;;二氧化矽;;羧甲基澱粉鈉（甘醇酸澱粉鈉）;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;聚糊精;;麥芽糊精;;中鏈三酸甘油酯;;胭脂紅;;藍藻色素;;維生素A醋酸鹽12%（蔗糖、玉米澱粉、阿拉伯膠、維生素A醋酸鹽、生育醇、磷酸鈣、水）;;β-胡蘿蔔素20%（明膠、玉米澱粉、β-胡蘿蔔素、蔗糖、抗壞血酸鈉、磷酸鈣、混合濃縮生育醇、水）;;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1)"
"1066010799","維麗鐵 B群+鐵 微粒膠囊","Vit B Complex+Fe pellet capsule","1110630","1060630","宇群生化科技有限公司","0930082828","台中市西區公正里大進街112號8樓之2","鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;葉酸;;焦磷酸鐵;;微結晶狀α-纖維素;;羥丙基甲基纖維素;;明膠;;甘油;;純水;;硫酸月桂酯鈉;;食用藍色1號;;食用紅色6號;;鹽酸呋喃硫胺;;核黃素（維生素B2）;;菸鹼醯胺"
"1066015826","乳酸菌+C 植物膠囊","Lacto-C Plant Capsule","1110526","1060526","元璽生醫股份有限公司","02-66216259","新北市板橋區干城路158號8樓","綜合乳酸菌（Lactobacillus paracasei、Lactobacillus fermentum、Lactobacillus rhamnosus、Bifidobacterium longum、Lactobacillus acidophilus、Lactobacillus helveticus、Streptococcus thermophilus）;;維生素C 97%(抗壞血酸、玉米澱粉);;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;氯化鉀;;二氧化鈦"
"1066022940","活康元素 膠囊食品","Rankgun Capsule","1110630","1060630","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","甘蔗蠟萃取物;;白骨珍珠草萃取物;;茵陳萃取物;;蒲公英萃取物;;朝鮮薊萃取物;;薑黃萃取物;;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;菸鹼醯胺;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;磷酸氫鈣;;乳糖;;硬脂酸鎂;;硬脂酸鎂;;明膠;;純水;;食用紅色六號;;食用黃色四號;;食用藍色一號;;二氧化鈦;;硫酸月桂酯鈉"
"1066023067","維嘉富甘軟膠囊","WEI JIA FU GAN CAPSULES","1110805","1060805","橋霖實業有限公司","07-3342269","高雄市前鎮區廣西路173號1樓","甘油;;純水;;二氧化鈦;;食用紅色六號;;食用黃色四號;;食用藍色一號;;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;大豆油;;朝鮮薊萃取;;重酒石酸膽鹼;;牛磺酸;;十字珍珠草萃取;;蒲公英萃取;;大豆卵磷脂;;瓜拿那萃取（瓜拿那萃取、麥芽糊精）;;刺五加萃取;;肌醇;;DL-蛋胺酸;;啤酒酵母粉;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;L-抗壞血酸（維生素C）;;菸鹼醯胺;;L-精胺酸;;本多酸鈣;;葡萄糖酸鋅;;葉酸（葉酸、磷酸氫鈣）;;生物素;;明膠"
"1066027388","AB30葉黃素軟膠囊","","1110725","1060725","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","食用紅色六號;;食用黃色五號;;食用藍色一號;;葉黃素（紅花籽油、葉黃素、dl-α-生育醇）;;山桑子萃取物（山桑子萃取物、麥芽糊精）;;魚油（魚油、混合濃縮生育醇）;;柑橘萃取物（柑橘萃取物、麥芽糊精）;;維生素A 55.5%(維生素A棕櫚酸鹽、花生油、維生素E);;維生素E;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素C;;葡萄糖酸鋅;;大豆油;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦"
"1066015801","康普力斯糖衣錠","Complex S.C Tab","1110523","1060523","安力圻生技股份有限公司","05-5960030","雲林縣斗南鎮新光里延平路一段388之1號","硝酸硫胺明;;維生素B2;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;本多酸鈣;;碳酸鈣;;玉米澱粉;;砂糖;;乳糖;;明膠;;麥芽糊精;;羧甲基澱粉鈉;;硬脂酸鎂;;滑石粉;;食用黃色五號;;二氧化鈦"
"1036063209","優喜C微粒膠囊","Pharmlletin C Capsule","1090116","1040116","百歐仕科研股份有限公司","04-26760102","台中市大甲區興安路138號之192","維生素C;;二氧化矽;;羥丙基甲基纖維素;;L-半胱氨酸鹽酸鹽;;乙基纖維素;;氧化鐵(紅色氧化鐵、黑色氧化鐵、黃色氧化鐵);;滑石粉;;二氧化鈦;;食用藍色一號;;食用黃色四號;;明膠;;純水;;中鏈三酸甘油酯"
"1036063223","易沛優B膜衣錠","Easy energy tablet","1081226","1031226","昌佑醫藥有限公司","02-25501861","台北市大同區民生西路270號8樓之1","維生素B1;;維生素B2;;維生素B12;;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;蜆萃取物;;五味子萃取物;;葡萄糖酸鋅;;肌醇;;硬脂酸鎂;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;葡萄糖漿粉;;乳糖;;羥丙基甲基纖維素;;食用紅色六號;;食用黃色四號;;食用藍色一號;;二氧化鈦;;維生素B6"
"1036068321","挪威深海魚油薑黃+E膠囊","","1091116","1040116","阿一國際股份有限公司","02-27110033","台北市大安區仁愛路三段9號3樓","魚油;;薑黃油;;維生素E（維生素E醋酸鹽）;;明膠;;甘油;;純水;;乙基香莢蘭醛"
"1046002914","“內外”保康寧糖衣錠","Procanin S.C. Tablets “N.W.”","1090209","1040209","內外生技股份有限公司","05-5572760","雲林縣斗六市工業路110號","L-半胱氨酸鹽酸鹽;;重酒石酸膽鹼;;肌醇;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;豬肝水解物;;微結晶狀α-纖維素;;二氧化矽;;磷酸氫鈣;;滑石粉;;聚乙烯吡咯烷酮;;蔗糖;;明膠;;食用紅色六號;;食用黃色四號;;食用藍色一號;;蟲膠;;二氧化鈦;;硬脂酸鎂"
"1046012976","力康鋅微粒緩釋膠囊","C Power Release Capsule","1090506","1040506","祈達實業有限公司","04-22993012","台中市西屯區大河里河南路二段82號1樓","明膠;;純水;;維生素C;;氧化鋅;;紫錐菊萃取粉;;羥丙基甲基纖維素;;二氧化矽;;蔗糖;;乙基纖維素;;中鏈三酸甘油酯;;氧化鐵(紅色氧化鐵、黑色氧化鐵、黃色氧化鐵);;滑石粉;;二氧化鈦;;食用黃色五號"
"1046015682","抒神B微粒膠囊","Super B Complex Capsule","1090519","1040519","健翔有限公司","0921701126","新北市板橋區四川路一段279號2樓","鹽酸吡哆辛;;維生素B2;;鹽酸硫胺明;;牛磺酸;;菸鹼醯胺;;本多酸鈣;;氧化鋅;;維生素B12;;葉酸;;生物素;;蔗糖;;玉米澱粉;;二氧化矽;;乙基纖維素;;二氧化鈦;;滑石粉;;卡拉膠;;氯化鉀;;羥丙基甲基纖維素;;純水"
"1046016292","益明膠囊","","1090511","1040511","前濱有限公司","02-26641561","新北市深坑區北深路三段155巷15號4樓","金盞草萃取物（含葉黃素）（金盞草萃取物、紅花籽油）;;維生素E醋酸鹽;;硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;硫酸鋅;;小米草萃取物;;山桑子萃取物;;決明子萃取物;;枸杞萃取物;;葡萄籽萃取物;;合成蕃茄紅素 10%(蕃茄紅素、葡萄糖漿、辛烯基丁二酸鈉澱粉、水、維生素E);;大豆油;;杜沙藻粉末;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色1號;;食用黃色4號;;食用紅色6號"
"1046016302","菸鹼酸錠","","1090529","1040529","生達化學製藥股份有限公司","06-636-1516","台南市新營區土庫里土庫6之20號","菸鹼酸;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;膜衣（羥丙基甲基纖維素、羥丙基纖維素、聚乙二醇）;;硬脂酸鎂;;二氧化矽;;二氧化鈦"
"1046018378","新必活B-Plus膠囊","BREWERS-VIT-B-Plus Capsules","1090501","1040501","泰瑞國際股份有限公司","02-7134762","台北市南京東路三段275號8樓","鹽酸呋喃硫胺;;複方維生素B6(維生素B6、麥芽糊精);;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素B12;;葉酸 10%(葉酸、碳酸氫鈉);;本多酸鈣;;複方甘氨酸亞鐵(甘氨酸亞鐵、檸檬酸、水、麥芽糊精、二氧化矽);;γ-穀維素;;啤酒酵母;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;純水"
"1046020985","銀寶善存50+男性綜合維他命","Centrum Silver 50+ for Men Multivitamin Tablets","1090606","1040606","輝瑞生技股份有限公司","02-28097979","新北市淡水區中正東路二段177號","維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;膽鈣化醇(維生素D3) 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1);;葉黃素 5% (明膠、蔗糖、玉米澱粉、葉黃素、磷酸鈣、維生素E、抗壞血酸鈉、抗壞血酸棕櫚酸酯、水);;合成蕃茄紅素 10%(蔗糖、明膠、玉米澱粉、合成蕃茄紅素、水、抗壞血酸棕櫚酸酯、維生素E、抗壞血酸鈉、磷酸鈣);;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) 1% (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、維生素B12);;生物素 1%【磷酸氫鈣(無水）、生物素】;;葉酸;;碘化鉀;;乙酸DL-ALPHA-生育醇酯(維生素E) 50% (維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽）;;本多酸鈣;;抗壞血酸(維生素C)97%(維生素C、羥丙基甲基纖維素);;菸鹼醯胺 99.5%(菸鹼醯胺、二氧化矽);;碳酸鈣 95%(碳酸鈣、麥芽糊精);;氧化鎂;;丁烯二酸亞鐵;;硫酸錳;;硫酸銅;;氧化鋅;;磷酸氫鈣(無水);;三氯化鉻;;鉬酸鈉;;硒酸鈉;;微結晶狀纖維素;;二氧化矽;;聚乙烯聚吡咯烷酮;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;三乙酸甘油酯;;聚山梨醇酐脂肪酸酯八十;;食用藍色二號鋁麗基"
"1046027177","維他鋅錠","","1090704","1040704","詠晴生物科技企業有限公司","06-2823383","台南市安南區溪頂里郡安路4段114號","葡萄糖酸鋅;;維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;抗壞血酸（維生素C）;;維生素E醋酸鹽 (維生素E、二氧化矽、麥芽糊精、玉米澱粉、聚山梨醇酐脂肪酸酯八十);;磷酸鈣;;微結晶狀α-纖維素;;硬脂酸鎂;;聚乙烯吡咯烷酮;;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;膜衣粉（羥丙基甲基纖維素、聚乙二醇）"
"1046031928","＂人生＂十種維生素糖衣錠","Decavitamin S.C. Tablets ＂Jen Sheng＂","1091104","1041104","人生製藥股份有限公司","04-23592345","台中巿工業區五路3號","蔗糖;;棕櫚蠟;;碳酸鈣;;滑石粉;;食用黃色四號;;食用黃色五號;;食用紅色六號;;二氧化鈦;;乾燥維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素C;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;葉酸;;維生素B6;;維生素B2;;維生素B1;;菸鹼醯胺;;本多酸鈣;;乳糖;;二氧化矽;;羧甲基澱粉鈉;;硬脂酸鎂;;馬鈴薯澱粉;;聚乙烯吡咯烷酮;;蟲膠;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;明膠"
"1046032906","喜顏錠600毫克","C-Yours Tablets 600mg","1090725","1040725","仲發實業有限公司","02-82217889","新北市中和區中正路782號6樓","抗壞血酸（維生素C）;;抗壞血酸鈉;;蔗糖;;蔗糖素;;環己基（代）磺醯胺酸鈉;;糖精鈉鹽;;食用黃色四號;;D-山梨醇液 70%;;桔子粉末香料（天然香料、香料、丙二醇、二丁基羥基甲苯、葡萄糖、糊精、阿拉伯膠）;;硬脂酸鎂"
"1046040111","左旋維他命C膠囊 500mg","L-Ascorbic Acid Capsules 500mg","1090728","1040728","億昌生技有限公司","06-2915018","台南市南區金華路二段399巷10號1樓","維生素C;;乙基纖維素;;食用黃色四號鋁麗基;;食用紅色七號鋁麗基;;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用紅色七號;;食用藍色一號;;食用黃色四號"
"1046041729","台塑生醫維生素C複方膜衣錠食品","","1090719","1040719","台塑生醫科技股份有限公司","02-27122211","台北市松山區精忠里敦化北路201之36號5樓","維生素C 97%顆粒(維生素C、玉米澱粉);;卡姆果粉;;玫瑰果粉;;葡萄籽萃取物;;聚乙烯吡咯烷酮;;玉米糖漿粉;;乳糖;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色四號;;食用黃色五號"
